Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SC0,02/03/13,Hearts,Motherwell,1,2,A,0,2,A,21,4,9,3,12,12,6,0,0,2,0,0,2.5,3.3,2.8,2.45,3.25,2.6,2.45,3.25,2.6,2.6,3.1,2.5,2.5,3.2,2.5,2.57,3.41,2.88,2.62,3.1,2.8,2.6,3.25,2.75,2.62,3.3,2.88,2.62,3.3,2.62,39,2.65,2.54,3.42,3.22,2.96,2.71,37,2.09,1.98,1.91,1.8,20,0,1.95,1.86,2.06,1.98
SC0,02/03/13,Ross County,Inverness C,0,0,D,0,0,D,8,5,3,1,10,9,3,5,1,2,0,0,2.8,3.3,2.5,2.6,3.2,2.5,2.6,3.2,2.5,2.5,3.1,2.6,2.37,3.25,2.5,2.87,3.48,2.54,2.8,3.1,2.62,2.75,3.25,2.5,2.8,3.4,2.62,2.62,3.3,2.62,39,2.88,2.72,3.46,3.24,2.63,2.52,37,1.92,1.83,2.02,1.95,20,0,2.04,1.98,1.95,1.86
SC0,05/03/13,Hearts,St Johnstone,2,0,H,1,0,H,12,5,5,4,16,18,2,3,3,2,0,0,2.5,3.25,2.8,2.3,3.25,2.8,2.3,3.25,2.8,2.55,3.1,2.55,2.5,3.25,2.8,2.61,3.39,2.84,2.5,3.2,2.88,2.5,3.2,2.75,2.62,3.3,2.88,2.62,3.3,2.62,40,2.64,2.53,3.4,3.21,2.9,2.77,34,2.3,2.16,1.74,1.67,22,0,1.9,1.84,2.07,2
SC0,06/03/13,Dundee,St Mirren,2,1,H,0,1,A,12,15,4,9,13,8,5,6,3,1,0,0,3.4,3.4,2.1,3.3,3.1,2.1,3.3,3.1,2.1,2.8,3.1,2.3,3.2,3.3,2.2,3.47,3.52,2.18,3.5,3.1,2.2,3.3,3.3,2.1,3.4,3.5,2.2,3.3,3.3,2.2,37,3.55,3.26,3.52,3.31,2.3,2.15,34,2.14,2.01,1.82,1.75,18,0.25,2.08,2.02,1.89,1.83
SC0,09/03/13,Aberdeen,Motherwell,0,0,D,0,0,D,13,7,1,2,10,6,8,9,0,1,0,0,2.5,3.3,2.8,2.55,3.25,2.5,2.55,3.25,2.5,2.6,3.1,2.5,2.62,3.3,2.6,2.59,3.4,2.86,2.62,3.1,2.8,2.6,3.25,2.75,2.6,3.3,2.8,2.7,3.3,2.6,35,2.7,2.59,3.4,3.22,2.86,2.68,33,2.1,2.01,1.87,1.77,19,0,1.89,1.84,2.07,2
SC0,09/03/13,Dundee,Inverness C,1,1,D,1,0,H,6,12,3,5,12,13,6,7,2,2,0,0,4.2,3.5,1.85,3.5,3.4,1.91,3.5,3.4,1.91,3.8,3.2,1.85,4,3.6,1.85,4.09,3.65,1.95,4,3.1,2.05,3.8,3.4,1.95,4,3.5,1.95,3.8,3.5,1.95,35,4.2,3.82,3.65,3.43,2.05,1.93,33,1.95,1.85,2.04,1.94,18,0.75,1.71,1.68,2.28,2.22
SC0,09/03/13,Ross County,Celtic,3,2,H,2,2,D,11,12,4,7,13,11,4,4,0,2,0,0,8,4.5,1.4,7.25,4.5,1.35,7.25,4.5,1.35,6,3.9,1.45,8,4.33,1.4,7.99,4.53,1.46,8,4,1.44,7,4.33,1.44,8,4.5,1.44,7.5,4.33,1.44,35,8.1,7.19,4.6,4.27,1.46,1.43,33,1.83,1.74,2.2,2.06,18,1.25,1.92,1.84,2.08,2.03
SC0,09/03/13,St Johnstone,Kilmarnock,2,0,H,0,0,D,9,4,6,3,10,7,11,5,1,2,0,0,1.91,3.5,4,1.95,3.2,3.6,1.95,3.2,3.6,2,3.2,3.3,2,3.3,3.75,1.95,3.5,4.32,2.05,3.1,4,1.95,3.4,3.75,2,3.4,4.2,2,3.4,3.75,35,2.05,1.96,3.5,3.38,4.32,3.77,33,2.19,2.1,1.8,1.71,18,-0.25,1.74,1.68,2.3,2.22
SC0,09/03/13,St Mirren,Dundee United,0,0,D,0,0,D,18,10,9,2,11,10,6,3,2,0,0,1,2.7,3.25,2.6,2.5,3.2,2.6,2.5,3.2,2.6,2.55,3.1,2.55,2.75,3.3,2.5,2.75,3.51,2.66,2.7,3.1,2.7,2.75,3.13,2.6,2.7,3.4,2.62,2.75,3.4,2.5,35,2.77,2.69,3.52,3.22,2.76,2.58,33,1.94,1.85,2.04,1.94,19,0,2.01,1.95,1.94,1.89
SC0,10/03/13,Hibernian,Hearts,0,0,D,0,0,D,7,12,3,6,12,20,6,5,1,3,0,0,2.7,3.25,2.6,2.4,3.25,2.65,2.4,3.25,2.65,2.4,3.1,2.7,2.5,3.3,2.8,2.75,3.39,2.69,2.7,3.1,2.7,2.5,3.2,2.75,2.7,3.3,2.7,2.4,3.3,2.88,31,2.75,2.57,3.5,3.23,2.88,2.7,29,2.19,2.07,1.84,1.73,18,0,1.99,1.92,1.97,1.92
SC0,15/03/13,Motherwell,Hibernian,4,1,H,0,1,A,13,8,10,5,13,12,3,4,1,1,0,0,2.05,3.4,3.6,1.87,3.4,3.7,1.87,3.4,3.7,2,3.2,3.3,2,3.4,3.75,2.04,3.6,3.81,1.8,3.3,3.75,2,3.4,3.6,2.05,3.6,3.7,2,3.4,3.8,39,2.09,2,3.57,3.36,4,3.66,38,1.98,1.9,1.99,1.89,21,-0.25,1.81,1.77,2.16,2.11
SC0,16/03/13,Celtic,Aberdeen,4,3,H,1,1,D,18,6,13,5,8,10,9,6,1,5,0,0,1.29,5.5,9.5,1.25,5,9.75,1.25,5,9.75,1.3,4.4,8.5,1.3,5.5,9,1.33,5.5,10.55,1.33,4.5,11,1.3,5.25,9,1.33,5.4,9.5,1.25,5.5,11,37,1.33,1.29,5.7,5.16,11,9.47,27,1.67,1.58,2.4,2.23,21,-1.5,1.99,1.93,1.99,1.92
SC0,16/03/13,Inverness C,Ross County,2,1,H,1,1,D,5,8,3,3,10,13,3,6,0,3,0,0,2.2,3.3,3.25,2.1,3.2,3.2,2.1,3.2,3.2,2.3,3.1,2.8,2.3,3.25,3.1,2.3,3.44,3.28,2.4,3.1,3.1,2.25,3.3,3,2.38,3.4,3.12,2.25,3.3,3.1,37,2.4,2.27,3.44,3.24,3.28,3.08,35,2.12,1.98,1.9,1.81,20,0,1.7,1.64,2.36,2.26
SC0,17/03/13,Dundee United,Dundee,1,1,D,0,0,D,21,5,9,3,10,14,6,2,2,4,0,1,1.62,3.8,5.5,1.48,4.1,5.5,1.48,4.1,5.5,1.6,3.6,4.8,1.61,3.8,5.5,1.64,4.07,5.72,1.67,3.2,6.5,1.57,4,5.25,1.65,4,5.75,1.53,4,6,37,1.67,1.59,4.2,3.83,6.5,5.44,33,1.83,1.73,2.18,2.02,21,-1,2.15,2.08,1.83,1.78
SC0,30/03/13,Aberdeen,Hearts,2,0,H,1,0,H,13,13,8,7,9,12,7,5,1,3,0,0,2.4,3.25,2.9,2.2,3.25,2.95,2.2,3.25,2.95,2.2,3.1,3,2.3,3.25,3.1,2.57,3.31,2.96,2.6,3.1,2.8,2.4,3.25,2.88,2.55,3.25,3,2.25,3.3,3.1,36,2.6,2.41,3.31,3.18,3.3,2.91,24,2.43,2.22,1.7,1.62,19,0,1.82,1.76,2.21,2.09
SC0,30/03/13,Dundee,Motherwell,0,3,A,0,1,A,4,5,1,5,6,4,6,7,1,1,0,0,4.2,3.6,1.83,4,3.4,1.8,4,3.4,1.8,3.7,3.3,1.85,4.33,3.4,1.83,4.4,3.76,1.86,3.75,3.6,1.91,4.33,3.4,1.83,4.5,3.75,1.85,4.2,3.5,1.8,36,4.6,4.2,3.76,3.47,1.91,1.82,31,1.93,1.84,2.05,1.95,17,0.5,2.08,2.03,1.86,1.83
SC0,30/03/13,Hibernian,Inverness C,1,2,A,0,0,D,9,9,4,5,16,11,9,3,2,1,0,0,2.5,3.4,2.7,2.4,3.2,2.7,2.4,3.2,2.7,2.3,3.1,2.8,2.5,3.4,2.7,2.7,3.44,2.71,2.6,3.1,2.8,2.5,3.3,2.75,2.62,3.4,2.8,2.5,3.2,2.75,36,2.7,2.53,3.4,3.23,2.95,2.71,31,1.95,1.86,2.02,1.94,19,0,1.94,1.87,2.01,1.97
SC0,30/03/13,Ross County,Kilmarnock,0,1,A,0,1,A,16,5,7,2,8,11,10,2,1,1,0,0,2.1,3.5,3.25,2.15,3.3,3,2.15,3.3,3,2.1,3.1,3.2,2.2,3.4,3.2,2.21,3.44,3.48,2.25,3.1,3.4,2.1,3.3,3.3,2.2,3.5,3.5,2.15,3.3,3.2,36,2.25,2.15,3.5,3.29,3.5,3.26,31,2.11,2.02,1.87,1.77,18,-0.25,1.92,1.89,2,1.97
SC0,31/03/13,St Mirren,Celtic,1,1,D,0,1,A,10,5,3,2,4,10,9,4,1,1,0,1,7,4.5,1.44,7.25,4.5,1.35,7.25,4.5,1.35,6.5,4,1.4,7.5,4.5,1.4,7.08,4.73,1.47,7.5,3.75,1.5,7.5,4.33,1.4,7.5,4.6,1.45,7.5,4.33,1.4,36,7.5,7.08,4.8,4.35,1.47,1.42,30,1.77,1.68,2.25,2.13,18,1.25,1.9,1.87,2.08,2
SC0,01/04/13,St Johnstone,Dundee United,1,1,D,0,1,A,19,5,9,2,10,12,8,2,2,2,0,1,2.4,3.4,2.8,2.5,3.25,2.55,2.5,3.25,2.55,2.4,3.1,2.7,2.5,3.4,2.7,2.53,3.44,2.92,2.6,3.1,2.8,2.5,3.25,2.75,2.5,3.4,2.9,2.5,3.2,2.75,31,2.6,2.47,3.4,3.22,2.95,2.79,26,2.08,1.98,1.91,1.8,15,0,1.83,1.78,2.12,2.05
SC0,03/04/13,Kilmarnock,St Mirren,1,1,D,0,1,A,11,9,4,3,2,10,9,5,1,3,0,0,2.38,3.3,2.8,2.15,3.3,3,2.15,3.3,3,2.2,3.1,3,2.2,3.25,3.25,2.5,3.35,3.02,2.45,3.4,2.8,2.3,3.25,3.13,2.3,3.2,3.1,2.1,3.3,3.4,33,2.5,2.3,3.4,3.22,3.3,3.03,30,2.03,1.95,1.94,1.85,19,-0.25,2.12,2.07,1.85,1.8
SC0,05/04/13,Inverness C,St Johnstone,0,0,D,0,0,D,9,13,6,5,12,13,3,2,0,2,0,0,2.38,3.4,2.9,2.3,3.2,2.85,2.3,3.2,2.85,2.2,3.1,3,2.25,3.4,3.1,2.44,3.53,2.96,2.2,3.1,2.88,2.25,3.4,3,2.45,3.4,2.9,2.3,3.4,3,39,2.5,2.35,3.45,3.27,3.1,2.95,35,2.02,1.91,1.96,1.89,21,-0.25,2.16,2.08,1.85,1.79
SC0,06/04/13,Celtic,Hibernian,3,0,H,1,0,H,8,1,8,1,8,6,4,1,0,0,0,0,1.25,5.75,11,1.22,5.5,10,1.22,5.5,10,1.3,4.6,8,1.28,5.5,10,1.28,5.74,13.17,1.3,5,11,1.27,5.5,10,1.29,5.75,13,1.29,5.25,11,37,1.33,1.27,6,5.47,13,9.99,26,1.62,1.56,2.52,2.3,21,-1.5,1.86,1.82,2.13,2.03
SC0,06/04/13,Dundee United,Aberdeen,1,0,H,0,0,D,6,6,3,4,6,5,4,7,2,1,0,0,2.3,3.25,3.1,2.25,3.2,2.9,2.25,3.2,2.9,2.2,3.1,3,2.3,3.4,3,2.52,3.38,2.98,2.4,3.4,2.88,2.38,3.25,2.88,2.5,3.4,2.9,2.38,3.3,3,37,2.55,2.36,3.4,3.25,3.15,2.93,33,2.05,1.95,1.92,1.84,19,-0.25,2.19,2.13,1.84,1.76
SC0,06/04/13,Hearts,Ross County,4,2,H,0,1,A,15,15,5,9,9,11,10,3,2,2,0,0,2.2,3.3,3.25,2.2,3.25,2.95,2.2,3.25,2.95,2.2,3.1,3,2.3,3.3,3.1,2.32,3.38,3.32,2.38,3.1,3.1,2.3,3.25,3,2.3,3.3,3.25,2.3,3.3,3.1,37,2.38,2.24,3.4,3.24,3.4,3.14,33,2.22,2.09,1.79,1.72,20,0,1.65,1.61,2.45,2.31
SC0,06/04/13,Kilmarnock,Dundee,1,2,A,0,1,A,6,6,2,3,8,7,6,1,0,3,0,0,1.67,3.75,5,1.6,3.6,5,1.6,3.6,5,1.55,3.7,5,1.66,3.75,5,1.74,3.82,5.19,1.73,3.5,5,1.62,3.75,5.25,1.7,3.8,5.2,1.67,3.75,5.25,36,1.74,1.65,4,3.71,6,5.09,32,1.95,1.89,2,1.9,18,-0.75,1.95,1.91,2.04,1.96
SC0,06/04/13,Motherwell,St Mirren,2,2,D,1,1,D,16,5,7,4,9,6,8,2,0,1,0,0,1.91,3.4,4,1.9,3.3,3.7,1.9,3.3,3.7,1.85,3.2,3.8,1.9,3.4,4,2,3.62,3.93,2,3.2,4,1.95,3.4,3.8,1.95,3.6,3.9,1.85,3.5,4.2,36,2,1.92,3.68,3.4,4.18,3.87,32,2,1.93,1.94,1.86,17,-0.5,1.97,1.93,1.99,1.93
SC0,19/04/13,Dundee United,Motherwell,1,3,A,0,2,A,13,9,7,6,5,15,4,4,1,3,0,0,2.63,3.4,2.55,2.45,3.25,2.6,2.45,3.25,2.6,2.55,3.1,2.55,2.6,3.3,2.62,2.71,3.62,2.63,2.6,3.4,2.5,2.7,3.4,2.63,2.7,3.5,2.62,2.62,3.4,2.62,40,2.8,2.66,3.62,3.31,2.64,2.55,37,1.8,1.72,2.23,2.09,22,0,2.03,1.97,1.92,1.87
SC0,20/04/13,Kilmarnock,Hearts,0,1,A,0,1,A,9,12,3,3,10,14,5,0,2,0,0,0,2.9,3.25,2.4,2.65,3.25,2.4,2.65,3.25,2.4,2.55,3.1,2.55,2.75,3.25,2.5,3.1,3.33,2.46,3,3.1,2.5,3,3.25,2.38,3,3.3,2.5,2.8,3.3,2.5,38,3.05,2.87,3.35,3.2,2.55,2.42,35,2.12,2.04,1.84,1.76,20,0,2.22,2.14,1.8,1.72
SC0,20/04/13,St Mirren,Dundee,1,2,A,0,1,A,10,12,7,4,10,8,7,6,1,1,1,0,1.73,3.5,5,1.72,3.4,4.5,1.72,3.4,4.5,1.7,3.4,4.3,1.75,3.5,4.8,1.76,3.72,5.2,1.75,3.4,5,1.73,3.5,5,1.75,3.7,5.25,1.73,3.5,5,38,1.76,1.71,3.75,3.53,5.3,4.81,35,2.06,1.98,1.89,1.81,19,-0.75,1.99,1.94,1.97,1.93
SC0,21/04/13,Celtic,Inverness C,4,1,H,0,0,D,19,3,10,3,13,7,6,5,1,1,0,0,1.36,4.6,8.5,1.35,4.5,7.25,1.35,4.5,7.25,1.35,4.2,7.5,1.36,4.59,8.5,1.37,5.13,9.34,1.4,4.5,8,1.36,4.5,8,1.4,5,8.5,1.33,5,9,38,1.4,1.36,5.13,4.64,9.34,7.91,26,1.62,1.56,2.52,2.33,21,-1.5,2.1,2.05,1.85,1.8
SC0,21/04/13,St Johnstone,Ross County,2,2,D,2,1,H,9,15,7,8,16,14,4,7,1,3,0,0,2.2,3.4,3.2,2.15,3.3,3,2.15,3.3,3,2.2,3.1,3,2.25,3.25,3.2,2.27,3.38,3.41,2.3,3.2,3.2,2.2,3.3,3.2,2.3,3.4,3.4,2.3,3.25,3.2,38,2.3,2.22,3.5,3.23,3.41,3.18,33,2.25,2.15,1.78,1.67,19,-0.25,1.98,1.93,1.98,1.94
SC0,22/04/13,Hibernian,Aberdeen,0,0,D,0,0,D,12,4,7,1,7,12,6,3,1,1,0,0,2.8,3.25,2.5,2.6,3.25,2.45,2.6,3.25,2.45,2.6,3.1,2.5,2.62,3.3,2.62,3.02,3.38,2.48,2.8,3.1,2.62,2.75,3.2,2.5,2.9,3.3,2.62,2.7,3.3,2.6,37,3.02,2.78,3.4,3.2,2.63,2.48,33,2.18,2.06,1.82,1.75,20,0,2.18,2.08,1.82,1.77
SC0,26/04/13,Ross County,Dundee United,1,0,H,0,0,D,17,4,7,2,10,11,2,5,1,2,0,1,2.38,3.25,3,2.35,3.2,2.75,2.35,3.2,2.75,2.2,3.1,3,2.5,3.3,2.75,2.37,3.48,3.16,2.38,3.1,2.62,2.38,3.3,2.88,2.38,3.4,3,2.38,3.4,2.88,41,2.5,2.38,3.55,3.28,3.13,2.9,39,1.9,1.82,2.05,1.98,23,-0.25,2.12,2.06,1.88,1.82
SC0,27/04/13,Aberdeen,Kilmarnock,1,0,H,1,0,H,9,6,7,2,16,10,7,3,3,1,0,0,1.91,3.3,4.2,1.9,3.3,3.7,1.9,3.3,3.7,1.9,3.2,3.6,1.95,3.3,4,1.95,3.46,4.36,1.95,3.3,4,1.9,3.4,4,1.91,3.4,4.4,1.95,3.4,4,39,1.98,1.92,3.5,3.32,4.4,3.94,28,2.3,2.18,1.73,1.62,20,-0.5,1.98,1.93,1.99,1.93
SC0,27/04/13,Dundee,Hearts,1,0,H,0,0,D,4,1,2,1,7,9,10,4,1,3,1,1,3.5,3.25,2.1,3.3,3.25,2.05,3.3,3.25,2.05,3.1,3.2,2.1,3.4,3.4,2.1,4.07,3.38,2.05,3.75,3.1,2.1,3.75,3.3,2,4,3.3,2.05,3.4,3.3,2.15,39,4.07,3.6,3.4,3.25,2.1,2.04,28,2.4,2.29,1.67,1.58,21,0.25,2.19,2.13,1.8,1.75
SC0,27/04/13,Hibernian,St Mirren,3,3,D,1,0,H,13,11,7,5,10,6,6,5,1,1,0,0,2.25,3.4,3.1,2.15,3.2,3.1,2.15,3.2,3.1,2.1,3.1,3.2,2.2,3.3,3.2,2.34,3.45,3.19,2.4,3.1,3.1,2.3,3.3,3,2.3,3.4,3.1,2.2,3.4,3.2,39,2.4,2.24,3.45,3.26,3.3,3.1,36,1.99,1.89,1.99,1.9,21,-0.25,2.09,2.02,1.9,1.85
SC0,27/04/13,St Johnstone,Inverness C,1,0,H,0,0,D,16,6,6,3,12,9,9,3,1,3,0,1,2.3,3.25,3.1,2.25,3.2,2.9,2.25,3.2,2.9,2.3,3.1,2.8,2.37,3.3,2.9,2.33,3.56,3.12,2.4,3.1,3.1,2.38,3.3,2.88,2.3,3.5,3.12,2.38,3.25,3,39,2.4,2.3,3.56,3.26,3.13,3.02,37,1.99,1.88,2,1.91,21,-0.25,2.06,1.99,1.91,1.87
SC0,28/04/13,Motherwell,Celtic,3,1,H,1,1,D,12,18,7,9,13,9,4,5,3,2,0,0,4.33,3.6,1.8,4.4,3.5,1.7,4.4,3.5,1.7,3.5,3.3,1.9,4.33,3.6,1.8,4.7,3.89,1.78,4.2,3.6,1.83,4,3.6,1.83,4.4,3.8,1.83,4.5,3.8,1.73,39,4.7,4.33,4.05,3.6,1.9,1.77,37,1.77,1.7,2.24,2.12,21,0.75,1.92,1.88,2.03,1.98
SC0,04/05/13,Dundee United,St Johnstone,0,1,A,0,1,A,3,5,1,4,8,5,3,6,1,0,0,1,2.55,3.4,2.63,2.4,3.2,2.7,2.4,3.2,2.7,2.6,3.1,2.5,2.4,3.4,2.8,2.68,3.42,2.76,2.7,3,2.8,2.6,3.3,2.63,2.7,3.4,2.75,2.5,3.3,2.8,39,2.75,2.56,3.45,3.23,2.82,2.68,36,1.99,1.93,1.95,1.87,20,-0.25,2.32,2.25,1.72,1.67
SC0,04/05/13,Hearts,St Mirren,3,0,H,2,0,H,14,6,5,4,5,16,3,6,2,2,0,1,2.1,3.4,3.4,2,3.25,3.4,2,3.25,3.4,2.1,3.1,3.2,2.1,3.4,3.4,2.17,3.38,3.65,2.2,3.1,3.5,2.1,3.3,3.4,2.2,3.4,3.6,2.2,3.3,3.3,39,2.2,2.11,3.5,3.28,3.68,3.39,35,2.2,2.09,1.81,1.72,21,-0.25,1.85,1.82,2.1,2.05
SC0,04/05/13,Inverness C,Motherwell,4,3,H,3,1,H,12,8,8,4,10,13,4,6,2,3,0,1,2.88,3.3,2.4,2.7,3.2,2.4,2.7,3.2,2.4,2.7,3.1,2.4,2.75,3.3,2.5,2.84,3.51,2.54,2.9,3.4,2.38,2.88,3.25,2.4,2.88,3.5,2.45,2.8,3.3,2.5,39,2.96,2.82,3.51,3.23,2.55,2.43,35,1.85,1.79,2.1,2,20,0,2.11,2.04,1.85,1.79
SC0,05/05/13,Dundee,Aberdeen,1,1,D,1,0,H,11,4,7,2,11,4,5,7,1,2,0,0,3.4,3.4,2.1,3.2,3.2,2.1,3.2,3.2,2.1,3.1,3.2,2.1,3.2,3.3,2.2,3.68,3.52,2.11,3.5,3.2,2.15,3.5,3.3,2.1,3.6,3.4,2.1,3.3,3.4,2.15,39,3.68,3.36,3.52,3.3,2.2,2.11,35,2.26,2.14,1.75,1.68,21,0.25,2.12,2.07,1.88,1.8
SC0,05/05/13,Ross County,Celtic,1,1,D,1,1,D,12,8,7,6,10,9,4,7,0,0,0,0,5,3.8,1.67,4.6,3.6,1.65,4.6,3.6,1.65,4.2,3.3,1.75,5,3.75,1.66,5.13,3.89,1.73,4.8,3.3,1.8,4.8,3.6,1.67,4.8,3.8,1.75,4.75,3.75,1.73,39,5.5,4.81,3.9,3.64,1.8,1.68,37,1.92,1.84,2.04,1.95,21,0.75,2,1.94,1.99,1.92
SC0,11/05/13,Celtic,St Johnstone,4,0,H,2,0,H,15,1,8,0,10,12,7,3,4,4,0,0,1.44,4.33,7,1.48,4.1,5.5,1.48,4.1,5.5,1.4,4,6.5,1.44,4.33,7,1.51,4.52,6.9,1.53,4,6,1.5,4,6.25,1.53,4.5,6.5,1.44,4.5,7,39,1.53,1.47,4.55,4.26,7,6.22,28,1.65,1.55,2.45,2.33,22,-1,1.89,1.85,2.07,2
SC0,11/05/13,Dundee,Kilmarnock,2,3,A,1,1,D,12,11,9,10,8,3,4,10,3,1,0,0,2.75,3.3,2.5,2.85,3.3,2.25,2.85,3.3,2.25,2.7,3.2,2.3,2.8,3.25,2.5,2.78,3.38,2.67,2.7,3.1,2.7,2.75,3.25,2.5,2.75,3.3,2.7,2.88,3.3,2.4,38,2.85,2.75,3.4,3.22,2.7,2.5,35,2.14,2.03,1.82,1.76,18,0,2.02,1.97,1.92,1.85
SC0,11/05/13,Inverness C,Dundee United,1,2,A,1,0,H,21,13,11,7,6,15,10,4,1,2,0,0,2,3.6,3.5,2,3.25,3.4,2,3.25,3.4,1.75,3.4,4,2,3.6,3.5,2.02,3.83,3.64,2.05,3.3,3.75,2,3.4,3.6,2,3.8,3.5,2,3.5,3.5,36,2.05,1.99,3.9,3.47,4,3.53,27,1.62,1.54,2.52,2.36,20,-0.25,1.8,1.74,2.19,2.14
SC0,11/05/13,St Mirren,Aberdeen,0,0,D,0,0,D,7,12,3,6,8,12,8,4,0,0,0,0,2.8,3.25,2.5,2.5,3.25,2.55,2.5,3.25,2.55,2.5,3.1,2.6,2.62,3.3,2.6,2.87,3.27,2.65,2.7,3.1,2.7,2.75,3.25,2.6,2.88,3.25,2.7,2.63,3.25,2.63,39,2.88,2.7,3.4,3.19,2.7,2.57,34,2.26,2.15,1.75,1.67,20,0.25,1.71,1.68,2.3,2.23
SC0,12/05/13,Hearts,Hibernian,1,2,A,1,0,H,8,7,4,5,13,10,5,7,1,1,0,0,2.05,3.3,3.6,2.1,3.2,3.2,2.1,3.2,3.2,2.1,3.2,3.1,2.2,3.3,3.3,2.07,3.46,3.88,2.2,3.1,3.5,2.1,3.3,3.3,2.15,3.4,3.5,2.2,3.3,3.3,38,2.2,2.09,3.46,3.28,3.88,3.43,35,2.12,1.99,1.86,1.79,20,-0.25,1.86,1.81,2.09,2.05
SC0,12/05/13,Motherwell,Ross County,2,0,H,2,0,H,5,9,2,2,4,7,2,6,0,2,0,0,1.95,3.4,3.8,1.87,3.4,3.7,1.87,3.4,3.7,1.9,3.2,3.5,1.95,3.6,3.6,2.04,3.7,3.7,2.05,3.3,3.6,1.95,3.4,3.75,2.05,3.7,3.6,1.95,3.5,3.75,38,2.06,1.97,3.7,3.38,4,3.65,27,1.73,1.63,2.33,2.19,19,-0.5,2.06,2.02,1.89,1.84
SC0,15/05/13,Kilmarnock,Hibernian,1,3,A,0,1,A,10,8,4,4,8,14,5,5,0,3,0,0,2.5,3.25,2.8,2.35,3.2,2.75,2.35,3.2,2.75,2.4,3.2,2.6,2.25,3.2,2.7,2.61,3.47,2.78,2.62,3.1,2.8,2.5,3.25,2.75,2.6,3.4,2.8,2.5,3.2,2.75,34,2.63,2.49,3.47,3.22,2.85,2.75,30,2.04,1.96,1.92,1.82,17,0,1.9,1.82,2.06,1.99
SC0,18/05/13,Aberdeen,Hearts,1,1,D,0,0,D,12,4,6,4,15,15,11,7,1,2,0,0,2.1,3.3,3.5,2.1,3.2,3.2,2.1,3.2,3.2,2.1,3.1,3.2,2.2,3.3,3.3,2.2,3.39,3.66,2.2,3.2,3.4,2.1,3.25,3.4,2.15,3.3,3.6,2.1,3.4,3.3,39,2.3,2.2,3.41,3.23,3.65,3.26,27,2.32,2.18,1.71,1.63,21,-0.25,1.98,1.89,2.05,1.96
SC0,18/05/13,Hibernian,Dundee,1,0,H,0,0,D,12,5,4,1,11,8,9,6,0,1,0,0,1.85,3.5,4.2,1.8,3.4,4,1.8,3.4,4,1.7,3.5,4.1,1.73,3.75,4.5,1.9,3.84,4.2,1.83,3.5,4.33,1.83,3.6,4,1.87,3.8,4,1.75,3.6,4.5,39,1.9,1.82,3.83,3.57,4.5,4.15,36,1.86,1.79,2.1,2,22,-0.75,2.19,2.13,1.83,1.75
SC0,18/05/13,Kilmarnock,St Mirren,1,3,A,1,1,D,2,7,1,3,9,3,4,3,0,0,0,0,2.5,3.3,2.8,2.3,3.2,2.85,2.3,3.2,2.85,2.2,3.1,3,2.25,3.4,3.1,2.53,3.47,2.93,2.5,3.2,2.8,2.4,3.3,2.8,2.5,3.4,2.8,2.25,3.4,3,40,2.56,2.42,3.47,3.24,3.2,2.86,37,1.98,1.87,2,1.92,23,-0.25,2.21,2.15,1.8,1.74
SC0,19/05/13,Dundee United,Celtic,0,4,A,0,3,A,16,21,7,12,13,12,3,5,1,0,0,0,5,4,1.62,4.5,3.6,1.67,4.5,3.6,1.67,4.3,3.4,1.7,5,3.75,1.67,5.4,4.1,1.66,5,3.5,1.73,5.25,3.75,1.62,5,4.1,1.67,5,3.75,1.67,36,5.4,4.98,4.1,3.7,1.73,1.66,26,1.75,1.63,2.31,2.18,20,0.75,2.08,2.01,1.9,1.84
SC0,19/05/13,Ross County,Inverness C,1,0,H,1,0,H,15,8,8,3,16,7,4,4,3,3,0,0,2.7,3.4,2.5,2.75,3.2,2.35,2.75,3.2,2.35,2.9,3.2,2.2,2.8,3.4,2.4,2.7,3.51,2.67,2.75,3.1,2.62,2.63,3.4,2.5,2.8,3.5,2.55,2.7,3.4,2.5,36,2.9,2.73,3.57,3.29,2.63,2.48,26,1.75,1.67,2.25,2.12,18,0,2.1,2,1.9,1.84
SC0,19/05/13,St Johnstone,Motherwell,2,0,H,1,0,H,14,7,4,5,9,9,6,4,2,0,0,0,2.2,3.3,3.25,2.2,3.3,2.9,2.2,3.3,2.9,2.1,3.2,3.1,2.2,3.4,3.2,2.35,3.35,3.28,2.4,3.1,3.1,2.25,3.3,3.13,2.3,3.3,3.3,2.25,3.4,3,35,2.4,2.25,3.4,3.27,3.3,3.08,32,2.02,1.94,1.93,1.85,18,-0.25,2.01,1.95,1.94,1.9
