Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,B365AHH,B365AHA,B365AH,,,,,
B1,07/05/05,Charleroi,FC Brussels,1,2,A,1,0,H,1.44,3.6,6.5,1.4,3.8,7.3,1.45,3.5,6.35,1.35,4,7,,,,1.44,3.75,6.5,1.4,3.6,7.5,1.71,1.95,1.45,2.26,-0.5,1.95,1.9,-1.25,,,,,
B1,07/05/05,Gent,Louvieroise,2,1,H,1,1,D,1.61,3.5,4.5,1.6,3.45,5,1.6,3.5,4.5,1.6,3.4,4.6,,,,1.67,3.4,4.5,1.66,3.5,4.2,1.83,1.83,1.6,1.97,-0.5,1.925,1.925,-0.75,,,,,
B1,07/05/05,Lierse,Genk,1,5,A,0,2,A,4.33,3.4,1.66,3.85,3.4,1.8,4.1,3.5,1.65,4.4,3.3,1.65,,,,4.33,3.5,1.67,4.33,3.4,1.66,1.83,1.83,1.89,1.65,0.5,2,1.85,0.75,,,,,
B1,08/05/05,Oostende,Lokeren,0,2,A,0,1,A,1.72,3.4,4,1.65,3.5,4.5,1.75,3.5,3.6,,,,,,,1.73,3.5,4,1.8,3.4,3.6,1.65,2,1.75,1.77,-0.5,1.875,1.975,-0.5,,,,,
B1,08/05/05,St Truiden,Westerlo,1,0,H,0,0,D,1.72,3.4,4,1.8,3.3,3.9,1.7,3.4,4,,,,,,,1.7,3.4,4.33,1.7,3.4,4.2,,,1.7,1.84,-0.5,1.725,2.125,-0.5,,,,,,,,
B1,15/05/05,Bergen,Mouscron,0,2,A,0,0,D,1.9,3.25,3.4,1.95,3.4,3.25,1.85,3.3,3.55,1.85,3.1,3.6,,,,1.91,3.25,3.5,1.85,3.35,3.45,1.65,2,1.85,1.71,-0.5,1.925,1.925,-0.5,,,,,,,,
B1,15/05/05,Club Brugge,Anderlecht,2,2,D,2,1,H,2.1,3.2,3,2,3.25,3.3,2.1,3.2,3.1,2,3.2,3.1,,,,2.05,3.2,3.2,2.1,3.2,2.95,1.71,1.95,2.1,1.57,-0.5,1.9,1.95,-0.25,,,,,,,,
B1,15/05/05,FC Brussels,Cercle Brugge,2,1,H,1,0,H,1.61,3.5,4.5,1.6,3.55,4.85,1.62,3.5,4.5,1.45,4,5,,,,1.57,3.5,5.2,1.6,3.5,4.6,,,,,,1.75,2.1,-0.75,,,,,,,,
B1,15/05/05,Genk,Charleroi,2,0,H,0,0,D,1.61,3.5,4.5,1.6,3.5,5,1.6,3.45,4.75,1.6,3.4,4.6,,,,1.62,3.4,5,1.6,3.55,4.5,1.65,2,,,,2,1.85,-1,,,,,,,,
B1,15/05/05,Germinal,St Truiden,3,1,H,2,0,H,1.9,3.25,3.4,1.85,3.35,3.65,1.85,3.3,3.55,1.85,3.3,3.4,,,,1.85,3.25,3.75,1.9,3.3,3.35,1.75,1.9,1.85,1.71,-0.5,1.925,1.925,-0.5,,,,,,,,
B1,15/05/05,Lokeren,Lierse,0,2,A,0,1,A,1.66,3.4,4.33,1.65,3.5,4.55,1.68,3.4,4.25,1.65,3.5,4.4,,,,1.67,3.4,4.5,1.7,3.4,4.1,1.71,1.95,1.68,1.89,-0.5,1.85,2,-0.75,,,,,,,,
B1,15/05/05,Louvieroise,Oostende,2,0,H,1,0,H,2.1,3.4,2.8,2.25,3.2,2.8,2.15,3.3,2.8,,,,,,,2.25,3.4,2.62,2.05,3.4,2.9,1.6,2.1,,,,1.85,2,0,,,,,,,,
B1,15/05/05,Standard,Gent,3,0,H,0,0,D,1.4,3.75,7,1.4,4,6.75,1.4,3.9,6.5,1.45,3.8,5.4,,,,1.4,4,6.5,1.4,3.9,6.3,1.65,2,1.4,2.44,-0.5,1.775,2.075,-1.25,,,,,,,,
B1,15/05/05,Westerlo,Beveren,1,1,D,0,0,D,2.1,3.2,3,2,3.25,3.3,2.15,3.1,3,,,,,,,2.2,3.1,3,2.15,3,3.05,,,,,,2,1.85,-0.25,,,,,,,,
B1,21/05/05,Anderlecht,Bergen,2,1,H,1,0,H,1.2,5.5,9,1.2,5.5,10.5,1.23,5,9,1.2,5.3,9,,,,1.22,5,10,1.2,5.1,10,,,1.23,3.21,-0.5,1.7,2.2,-1.5,,,,,,,,
B1,21/05/05,Cercle Brugge,Genk,1,3,A,0,0,D,5,3.5,1.57,4.3,3.45,1.7,4.5,3.4,1.65,3.8,3.1,1.7,,,,4.33,3.5,1.67,4.5,3.55,1.6,1.65,2,1.94,1.65,0.5,2.2,1.7,0.75,,,,,,,,
B1,21/05/05,Charleroi,Lokeren,2,1,H,2,0,H,1.72,3.4,4,1.75,3.4,4.05,1.75,3.3,4,1.7,3.3,4,,,,1.75,3.4,4,1.7,3.4,4.1,1.71,1.95,1.75,1.81,-0.5,2.1,1.75,-0.75,,,,,,,,
B1,21/05/05,Gent,Westerlo,1,0,H,1,0,H,1.57,3.5,5,1.65,3.5,4.55,1.65,3.4,4.5,1.6,3.5,4.4,,,,1.67,3.4,4.5,1.6,3.5,4.6,1.65,2,1.65,1.94,-0.5,1.775,2.075,-0.75,,,,,,,,
B1,21/05/05,Germinal,Beveren,3,1,H,2,0,H,1.61,3.5,4.5,1.65,3.5,4.55,1.73,3.4,4,,,,,,,1.75,3.4,4,,,,1.6,2.1,1.73,1.82,-0.5,1.825,2.025,-0.75,,,,,,,,
B1,21/05/05,Lierse,Louvieroise,7,0,H,4,0,H,2,3.2,3.2,1.85,3.35,3.65,1.95,3.25,3.35,1.9,3.3,3.3,,,,2,3.4,3.1,1.9,3.3,3.35,1.65,2,1.95,1.65,-0.5,2.025,1.825,-0.5,,,,,,,,
B1,21/05/05,Mouscron,FC Brussels,2,0,H,2,0,H,2,3.2,3.2,1.9,3.3,3.55,1.95,3.2,3.4,1.9,3.3,3.3,,,,1.95,3.25,3.4,1.85,3.3,3.5,1.65,2,1.95,1.65,-0.5,2.025,1.825,-0.5,,,,,
B1,21/05/05,Oostende,Standard,1,1,D,1,1,D,8,4.5,1.28,7.3,3.8,1.4,6.5,3.75,1.4,7,4,1.35,,,,6.5,3.75,1.44,6,4.1,1.4,1.55,2.2,2.33,1.44,0.5,2.2,1.65,1.25,,,,,
B1,21/05/05,St Truiden,Club Brugge,3,2,H,2,1,H,3.75,3.3,1.8,3.8,3.4,1.8,4,3.35,1.75,3.7,3.2,1.8,,,,4,3.5,1.73,4.1,3.4,1.7,1.6,2.1,1.82,1.75,0.5,2.15,1.7,0.5,,,,,
