Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SP1,14/01/12,Zaragoza,Getafe,1,1,D,1,0,H,15,9,4,5,10,10,10,10,3,2,0,0,2.6,3.2,2.75,2.4,3.3,2.85,2.6,3.1,2.7,2.4,3.2,2.7,2.5,3.25,2.8,2.5,3.2,2.8,2.7,3.1,2.7,2.4,3.25,3,2.5,3.2,2.88,2.5,3.3,2.8,42,2.7,2.52,3.36,3.21,3,2.8,34,2.4,2.24,1.68,1.63,22,0,1.9,1.83,2.05,1.99
SP1,15/01/12,Ath Bilbao,Levante,3,0,H,2,0,H,17,16,9,4,12,9,4,8,2,4,0,1,1.62,3.75,5.5,1.62,3.5,6,1.62,3.6,5.5,1.7,3.5,4.4,1.62,3.75,5.5,1.615,3.6,5.75,1.62,3.75,5.5,1.67,3.6,5.5,1.62,3.8,5.5,1.67,3.6,5.5,42,1.7,1.62,3.95,3.7,6.3,5.69,41,2.08,1.98,1.87,1.81,24,-1,2.16,2.05,1.86,1.81
SP1,15/01/12,Ath Madrid,Villarreal,3,0,H,1,0,H,20,3,9,0,13,8,11,2,3,1,0,0,1.67,3.75,5,1.65,3.9,5.5,1.67,3.6,5,1.75,3.4,4.3,1.67,3.75,5,1.666,3.6,5.2,1.73,3.5,5,1.67,3.75,5,1.67,3.8,5,1.73,3.6,5,42,1.75,1.69,3.95,3.65,5.5,5.04,40,1.95,1.85,2.04,1.94,25,-0.75,1.94,1.89,2.04,1.97
SP1,15/01/12,Barcelona,Betis,4,2,H,2,1,H,16,10,9,5,13,15,5,3,3,4,0,1,1.07,11,26,1.05,11,36,1.06,11,26,1.07,7.5,20,1.07,12,21,1.05,12,26,1.08,9,34,1.07,10,34,1.06,13,34,1.08,10,26,42,1.08,1.06,15.43,11.61,40,28.92,26,1.33,1.25,4,3.61,26,-3,2.04,1.99,1.93,1.88
SP1,15/01/12,Osasuna,Santander,0,2,A,0,1,A,8,13,2,5,20,12,8,5,5,3,0,0,1.73,3.5,5,1.8,3.5,4.4,1.75,3.4,4.75,1.75,3.4,4.3,1.73,3.5,5,1.75,3.4,4.8,1.8,3.5,4.5,1.8,3.3,5,1.75,3.4,5,1.8,3.4,4.75,42,1.84,1.78,3.66,3.45,5.4,4.72,37,2.36,2.24,1.7,1.63,21,-0.75,2.15,2.08,1.83,1.79
SP1,15/01/12,Sp Gijon,Malaga,2,1,H,1,0,H,11,10,7,4,24,8,2,8,5,3,0,0,3.1,3.25,2.3,3.1,3.3,2.35,3,3.25,2.3,2.8,3.2,2.3,3.2,3.25,2.25,3.1,3.2,2.3,3,3.2,2.4,3,3.25,2.4,3.1,3.25,2.3,3,3.25,2.38,42,3.31,3.06,3.4,3.25,2.41,2.33,37,2.25,2.12,1.75,1.7,25,0.25,1.9,1.86,2.08,2
SP1,21/01/12,Betis,Sevilla,1,1,D,1,1,D,16,15,2,5,12,13,8,10,5,0,0,1,2.5,3.3,2.75,2.55,3.2,2.75,2.5,3.2,2.75,2.6,3.05,2.6,2.5,3.3,2.75,2.5,3.25,2.75,2.5,3,3,2.5,3.25,2.8,2.5,3.3,3,2.5,3.25,2.8,39,2.62,2.51,3.42,3.22,3.04,2.81,34,2.2,2.09,1.78,1.72,22,0,1.85,1.79,2.16,2.04
SP1,21/01/12,Espanol,Granada,3,0,H,2,0,H,16,14,8,6,11,12,10,5,1,3,0,0,1.73,3.5,5,1.7,3.4,5.25,1.73,3.4,4.75,1.65,3.5,4.6,1.73,3.5,5,1.7,3.5,5,1.8,3.5,4.5,1.73,3.5,5.25,1.833,3.5,5,1.7,3.5,5.4,39,1.84,1.75,3.65,3.49,5.5,4.86,33,2.3,2.16,1.75,1.68,22,-0.75,2.11,2.04,1.86,1.82
SP1,21/01/12,Santander,Getafe,1,2,A,1,1,D,18,15,8,5,11,13,6,5,1,2,0,0,2.5,3.2,2.8,2.5,3.2,2.8,2.45,3.1,2.9,2.3,3.2,2.8,2.4,3.25,2.88,2.45,3.2,2.85,2.5,3,3,2.4,3.2,3,2.625,3.2,2.875,2.4,3.2,2.9,36,2.69,2.49,3.27,3.18,3.1,2.86,30,2.47,2.31,1.67,1.59,22,0,1.91,1.81,2.12,2.02
SP1,21/01/12,Sociedad,Ath Madrid,0,4,A,0,1,A,16,15,1,9,8,24,5,3,4,7,0,0,2.9,3.3,2.4,3.1,3.3,2.35,2.8,3.25,2.4,2.7,3.2,2.4,2.88,3.3,2.4,2.875,3.25,2.4,3.1,3.1,2.4,2.88,3.3,2.5,3.125,3.3,2.4,2.8,3.25,2.5,39,3.17,2.94,3.42,3.24,2.5,2.4,34,2.16,2.05,1.81,1.76,22,0.25,1.87,1.82,2.15,2.04
SP1,22/01/12,Levante,Zaragoza,0,0,D,0,0,D,6,7,0,3,15,15,6,3,0,0,0,0,1.83,3.4,4.5,1.8,3.4,4.5,1.85,3.25,4.33,1.65,3.5,4.6,1.83,3.4,4.5,1.8,3.4,4.5,1.91,3.3,4.2,1.8,3.5,4.75,1.909,3.5,4.5,1.83,3.4,4.5,39,1.93,1.85,3.56,3.38,4.85,4.38,34,2.2,2.08,1.8,1.73,21,-0.5,1.92,1.88,2.08,1.99
SP1,22/01/12,Malaga,Barcelona,1,4,A,0,1,A,9,16,6,11,12,13,3,2,1,0,0,0,9.5,5.5,1.29,10,5.25,1.28,9,5.5,1.28,7.8,4.6,1.33,10,5.5,1.29,9.5,5.25,1.285,11,5,1.3,10,5.5,1.29,11,6,1.3,10,5.4,1.29,39,12,10.17,6,5.36,1.33,1.28,25,1.62,1.53,2.52,2.38,23,1.5,2.08,2.01,1.92,1.84
SP1,22/01/12,Osasuna,Valencia,1,1,D,0,0,D,12,9,5,1,20,19,3,6,3,3,0,1,3.25,3.25,2.25,3.25,3.25,2.3,3,3.25,2.3,2.8,3.2,2.3,3.1,3.3,2.25,3.1,3.25,2.25,3.2,3.2,2.3,3,3.25,2.4,3.3,3.4,2.3,2.88,3.3,2.4,39,3.41,3.11,3.42,3.25,2.4,2.29,33,2.18,2.06,1.8,1.74,22,0.25,1.95,1.89,2.04,1.96
SP1,22/01/12,Real Madrid,Ath Bilbao,4,1,H,1,1,D,23,13,10,2,13,9,4,6,3,2,0,1,1.2,6.5,15,1.18,7.25,12,1.18,7,12,1.17,6.2,12,1.22,6,12,1.181,6.75,13,1.22,6,13,1.17,7,15,1.222,7,15,1.2,6.5,13,39,1.24,1.2,7.7,6.5,16,13.29,22,1.36,1.31,3.55,3.24,24,-2,2.08,2.01,1.91,1.85
SP1,22/01/12,Vallecano,Mallorca,0,1,A,0,0,D,12,16,4,2,9,17,7,7,1,5,0,0,2,3.4,3.75,2.05,3.25,3.6,2.1,3.25,3.4,2.1,3.3,3.1,2.1,3.3,3.5,2.05,3.4,3.5,2,3.3,3.8,2.05,3.3,3.75,2.05,3.5,4,2.15,3.25,3.4,39,2.15,2.06,3.53,3.3,4,3.62,34,2.28,2.09,1.78,1.72,20,-0.25,1.83,1.77,2.18,2.1
SP1,23/01/12,Villarreal,Sp Gijon,3,0,H,0,0,D,14,8,8,1,15,14,7,3,1,3,0,0,1.83,3.5,4.33,1.8,3.4,4.5,1.83,3.4,4.25,1.72,3.4,4.4,1.9,3.25,4.33,1.85,3.4,4.2,1.85,3.4,4.33,1.83,3.5,4.5,1.85,3.6,4.6,1.95,3.3,4,39,1.95,1.86,3.61,3.4,4.75,4.3,33,2.18,2.04,1.81,1.76,23,-0.5,1.94,1.87,2.04,1.99
SP1,28/01/12,Espanol,Mallorca,1,0,H,1,0,H,12,14,6,5,17,11,3,6,5,2,0,1,1.91,3.4,4,1.95,3.3,3.9,1.95,3.3,3.8,1.8,3.4,4,1.85,3.4,4,1.95,3.4,3.75,2,3.3,3.75,1.91,3.4,4.2,1.95,3.5,4.33,1.95,3.3,3.8,37,2.05,1.94,3.45,3.34,4.45,3.96,30,2.3,2.17,1.75,1.67,21,-0.5,2.05,1.97,1.95,1.89
SP1,28/01/12,Real Madrid,Zaragoza,3,1,H,1,1,D,18,10,6,3,9,12,3,4,1,2,0,0,1.07,11,26,1.06,10.5,31,1.06,10,26,1.07,8,20,1.07,10,19,1.062,11,26,1.06,12,26,1.05,12,34,1.07,13,41,1.06,11,23,37,1.08,1.06,15.86,11.85,45,27.4,22,1.27,1.23,4.4,3.85,22,-3,2.08,2,1.92,1.86
SP1,28/01/12,Vallecano,Ath Bilbao,2,3,A,2,2,D,19,12,10,4,18,14,6,5,2,4,0,0,3,3.2,2.38,2.9,3.25,2.4,2.85,3.2,2.4,2.6,3.2,2.5,2.75,3.2,2.5,2.85,3.3,2.4,2.88,3.3,2.4,2.88,3.3,2.5,3.1,3.3,2.4,2.7,3.25,2.5,37,3.15,2.92,3.44,3.25,2.5,2.4,30,2.16,2.04,1.85,1.76,21,0.25,1.84,1.79,2.14,2.07
SP1,28/01/12,Villarreal,Barcelona,0,0,D,0,0,D,5,8,2,2,18,12,1,4,3,0,0,0,12,6,1.22,12,6,1.22,11,6,1.22,10,5,1.25,10,5.5,1.25,12,5.8,1.222,12,6,1.22,13,5.75,1.25,15,6,1.25,11,6,1.22,37,14,11.69,6.5,5.74,1.29,1.24,22,1.5,1.49,2.72,2.46,22,1.75,1.95,1.9,2.02,1.95
SP1,29/01/12,Betis,Granada,1,2,A,0,2,A,16,12,6,5,9,11,12,6,3,6,0,0,1.62,3.75,5.5,1.62,3.6,5.75,1.62,3.6,5.5,1.7,3.5,4.4,1.67,3.5,5,1.6,3.75,5.5,1.67,3.6,5.5,1.67,3.6,5.75,1.67,3.8,6,1.62,3.6,5.5,37,1.7,1.63,3.86,3.67,6.3,5.56,31,2.14,2.05,1.88,1.75,22,-0.75,1.88,1.83,2.09,2.03
SP1,29/01/12,Levante,Getafe,1,2,A,0,1,A,18,10,5,6,11,19,10,3,1,2,0,1,2.4,3.3,2.88,2.5,3.4,2.85,2.3,3.2,3,2.2,3.3,2.9,2.38,3.3,2.9,2.4,3.2,2.9,2.5,3.2,2.88,2.4,3.25,3,2.6,3.3,2.88,2.3,3.25,3,35,2.65,2.46,3.3,3.23,3,2.84,30,2.29,2.17,1.76,1.67,18,0,1.88,1.78,2.2,2.05
SP1,29/01/12,Malaga,Sevilla,2,1,H,2,1,H,9,9,5,3,14,20,6,3,4,7,1,0,2.2,3.3,3.3,2.15,3.3,3.6,2.1,3.25,3.4,2.15,3.2,3.1,2.1,3.25,3.4,2.15,3.3,3.3,2.15,3.3,3.4,2.25,3.25,3.3,2.2,3.3,3.6,2.2,3.2,3.2,37,2.25,2.19,3.4,3.24,3.56,3.31,36,2.11,1.99,1.9,1.8,22,-0.25,1.93,1.88,2.03,1.97
SP1,29/01/12,Santander,Valencia,2,2,D,1,0,H,11,11,5,4,16,16,5,8,5,5,1,1,3.25,3.3,2.2,3.3,3.3,2.15,3.4,3.25,2.1,3.3,3.1,2.1,3.4,3.25,2.1,3.4,3.2,2.15,3.25,3.3,2.2,3.5,3.3,2.15,3.6,3.4,2.15,3.2,3.25,2.2,35,3.65,3.36,3.48,3.28,2.2,2.14,31,2.27,2.11,1.78,1.71,20,0.25,2.05,1.98,1.94,1.87
SP1,29/01/12,Sociedad,Sp Gijon,5,1,H,2,0,H,14,11,9,2,9,16,5,3,0,4,0,0,2,3.4,3.75,1.95,3.3,3.9,1.95,3.3,3.8,1.9,3.3,3.7,2,3.3,3.6,2,3.4,3.6,1.95,3.3,4,2,3.3,4,1.95,3.4,4.2,2,3.3,3.6,37,2.02,1.98,3.48,3.32,4.34,3.82,30,2.25,2.13,1.77,1.69,20,-0.5,2.03,1.98,1.93,1.89
SP1,30/01/12,Osasuna,Ath Madrid,0,1,A,0,1,A,17,9,7,4,22,17,7,7,3,3,0,0,3.1,3.3,2.3,3.1,3.3,2.35,3,3.2,2.3,2.6,3.2,2.5,2.75,3.3,2.38,3,3.3,2.3,3,3.25,2.38,3,3.3,2.4,3.3,3.3,2.3,2.8,3.3,2.4,36,3.35,3.03,3.4,3.28,2.5,2.33,29,2.21,2.12,1.8,1.71,22,0.25,1.93,1.87,2.05,1.99
SP1,04/02/12,Ath Bilbao,Espanol,3,3,D,1,1,D,20,16,7,6,14,10,13,4,5,3,0,0,1.73,3.5,5,1.78,3.6,4.75,1.75,3.5,4.5,1.75,3.4,4.3,1.73,3.5,4.5,1.75,3.5,4.6,1.8,3.5,4.5,1.75,3.5,5,1.75,3.6,5,1.75,3.4,4.75,39,1.8,1.74,3.73,3.5,5.5,4.82,33,2.22,2.11,1.78,1.7,21,-0.75,2.02,1.96,1.95,1.89
SP1,04/02/12,Barcelona,Sociedad,2,1,H,1,0,H,18,8,9,5,10,15,6,3,0,2,0,0,1.07,11,26,1.07,10,29,1.06,11,23,1.08,7.5,20,1.08,10,17,1.071,11,21,1.06,12,23,1.07,12,29,1.09,13,29,1.07,10,23,39,1.1,1.07,13.54,11.29,34,23.34,24,1.29,1.24,4,3.63,19,-2.75,2.01,1.95,1.96,1.92
SP1,04/02/12,Getafe,Real Madrid,0,1,A,0,1,A,5,14,0,5,15,15,3,8,6,0,0,0,9,5,1.33,9.25,4.75,1.33,8.5,4.75,1.33,7.8,4.6,1.33,7.5,5,1.33,8.5,5,1.333,9,5,1.33,9,5,1.33,9.5,5.4,1.36,8,5,1.33,39,10.5,8.62,5.5,4.92,1.38,1.34,25,1.58,1.52,2.7,2.41,22,1.5,1.87,1.8,2.15,2.05
SP1,04/02/12,Levante,Santander,1,1,D,1,0,H,14,15,6,5,13,8,8,7,2,1,0,0,2.3,3.2,3.2,2.1,3.3,3.4,2.1,3.25,3.4,2.2,3.2,3,2.1,3.25,3.3,2.2,3.2,3.25,2.3,3.1,3.3,2.2,3.25,3.4,2.3,3.3,3.4,2.1,3.25,3.4,39,2.32,2.22,3.38,3.24,3.45,3.24,33,2.43,2.27,1.68,1.61,23,-0.25,2.01,1.95,1.94,1.89
SP1,04/02/12,Mallorca,Betis,1,0,H,1,0,H,11,6,4,0,21,8,4,3,2,1,2,1,2.2,3.2,3.4,2.1,3.25,3.5,2.1,3.25,3.4,2.1,3.3,3.1,2.2,3.2,3.2,2.2,3.2,3.25,2.15,3.25,3.4,2.2,3.2,3.5,2.25,3.4,3.5,2.05,3.3,3.5,39,2.26,2.19,3.4,3.25,3.55,3.32,33,2.29,2.18,1.75,1.66,21,-0.25,1.99,1.92,1.99,1.94
SP1,05/02/12,Ath Madrid,Valencia,0,0,D,0,0,D,9,7,3,1,25,21,4,4,2,3,0,0,2,3.4,3.75,2.05,3.3,3.8,2,3.25,3.75,2,3.3,3.3,2,3.4,3.3,2.05,3.3,3.6,2,3.4,3.75,2.05,3.4,3.6,2,3.6,4,2.05,3.4,3.4,39,2.08,2.02,3.65,3.37,4.02,3.66,37,2.03,1.93,1.97,1.86,21,-0.5,2.06,2.02,1.9,1.85
SP1,05/02/12,Sevilla,Villarreal,1,2,A,1,1,D,20,16,8,8,13,15,10,4,2,4,0,1,1.83,3.5,4.33,1.75,3.5,4.75,1.73,3.6,4.5,1.8,3.4,4,1.75,3.5,4.33,1.8,3.5,4.333,1.75,3.5,4.75,1.75,3.6,4.75,1.83,3.6,5,1.73,3.5,4.75,39,1.83,1.78,3.74,3.52,5.1,4.54,36,2.16,2.03,1.85,1.77,21,-0.75,2.45,2.08,1.88,1.8
SP1,05/02/12,Sp Gijon,Osasuna,1,1,D,1,0,H,11,13,5,5,15,18,6,2,2,2,0,0,2.25,3.25,3.25,2.25,3.3,3.1,2.25,3.3,3,2.2,3.2,3,2.25,3.2,3.1,2.25,3.25,3.1,2.25,3.2,3.3,2.3,3.25,3.25,2.2,3.4,3.5,2.3,3.2,3,39,2.3,2.24,3.42,3.28,3.56,3.17,33,2.38,2.16,1.72,1.67,23,-0.25,1.98,1.89,2.4,1.96
SP1,05/02/12,Zaragoza,Vallecano,1,2,A,1,0,H,10,9,3,4,15,13,5,11,6,3,0,0,2.38,3.2,3,2.3,3.3,3,2.3,3.2,3,2.4,3.3,2.65,2.3,3.2,3,2.35,3.25,2.95,2.3,3.25,3.1,2.38,3.2,3.1,2.4,3.3,3.1,2.25,3.2,3.1,39,2.51,2.37,3.38,3.24,3.15,2.97,33,2.3,2.19,1.72,1.66,23,-0.25,2.14,2.06,2.15,1.8
SP1,06/02/12,Granada,Malaga,2,1,H,0,0,D,16,9,8,4,13,13,7,6,4,1,0,1,3,3.2,2.4,3.1,3.3,2.35,2.85,3.2,2.4,2.8,3.2,2.3,2.88,3.2,2.38,2.9,3.2,2.4,3,3.25,2.38,3,3.2,2.4,3.12,3.3,2.4,2.7,3.25,2.5,39,3.16,2.93,3.36,3.22,2.5,2.39,33,2.25,2.15,1.8,1.68,21,0.25,1.84,1.79,2.14,2.08
SP1,11/02/12,Betis,Ath Bilbao,2,1,H,1,1,D,25,9,5,4,24,10,13,10,5,1,0,1,2.8,3.2,2.5,2.85,3.25,2.55,2.6,3.2,2.6,2.5,3.1,2.7,2.62,3.25,2.5,2.65,3.2,2.6,2.8,3.25,2.5,2.75,3.2,2.63,2.88,3.4,2.6,2.7,3.25,2.5,36,2.9,2.7,3.45,3.27,2.7,2.56,34,2.1,2.04,1.88,1.76,20,0,2.04,1.97,1.91,1.85
SP1,11/02/12,Osasuna,Barcelona,3,2,H,2,0,H,7,20,3,8,23,7,3,12,2,6,0,0,9.5,5,1.33,9.25,4.75,1.33,8,4.5,1.36,7,4.1,1.4,7.5,4.5,1.36,9,4.75,1.333,8.5,4.75,1.36,9,4.75,1.36,10.5,5,1.36,8.5,4.5,1.36,37,10.69,9.25,5.4,4.79,1.4,1.34,30,1.69,1.62,2.38,2.25,22,1.5,1.91,1.86,2.08,1.98
SP1,11/02/12,Santander,Ath Madrid,0,0,D,0,0,D,6,23,1,9,18,25,4,9,4,4,0,0,3.75,3.4,2,3.8,3.3,2.05,3.75,3.2,2,3.2,3.2,2.1,3.4,3.4,2.1,3.6,3.4,2,3.6,3.25,2.1,3.6,3.3,2.1,3.8,3.5,2.05,3.3,3.25,2.1,36,4,3.63,3.53,3.34,2.1,2.03,33,2.22,2.12,1.79,1.71,20,0.5,1.88,1.83,2.1,2.02
SP1,12/02/12,Espanol,Zaragoza,0,2,A,0,0,D,14,10,4,7,17,24,6,8,2,5,0,0,1.62,3.75,5.5,1.57,3.8,6,1.62,3.6,5.5,1.6,3.6,5,1.6,3.6,5.5,1.6,3.75,5.5,1.65,3.6,5.6,1.62,3.75,6,1.62,3.8,5.75,1.6,3.75,5.5,36,1.65,1.61,4.16,3.73,6.11,5.63,34,2.05,1.99,1.87,1.8,21,-0.75,1.83,1.78,2.35,2.08
SP1,12/02/12,Malaga,Mallorca,3,1,H,1,1,D,17,8,8,3,8,15,2,3,2,2,0,0,1.73,3.5,5,1.7,3.5,5,1.7,3.4,5,1.75,3.4,4.3,1.62,3.5,5.2,1.727,3.5,4.8,1.73,3.5,5,1.75,3.5,5,1.8,3.6,5,1.73,3.5,4.75,37,1.81,1.74,3.75,3.48,5.2,4.84,34,2.11,2.03,1.83,1.76,21,-0.75,2.09,2.02,1.92,1.84
SP1,12/02/12,Real Madrid,Levante,4,2,H,1,1,D,26,5,9,3,16,9,14,1,3,2,0,1,1.08,10,26,1.08,9.5,26,1.07,10,23,1.1,7.5,16,1.09,9,17,1.062,10.5,29,1.08,10,26,1.07,11,29,1.08,12,29,1.08,9,23,37,1.1,1.08,14,10.5,36,25.44,23,1.29,1.26,4.25,3.68,20,-2.75,1.91,1.87,2.07,1.99
SP1,12/02/12,Valencia,Sp Gijon,4,0,H,1,0,H,22,5,8,1,19,15,5,5,1,1,0,0,1.36,4.5,9,1.35,4.5,9.25,1.36,4.5,8,1.4,4.1,7,1.36,4.33,8,1.35,4.7,8.5,1.36,4.75,8.5,1.36,4.75,9,1.4,4.75,9,1.36,4.5,8.5,36,1.44,1.38,4.75,4.44,9.28,8.36,35,1.94,1.84,2.02,1.95,21,-1.25,2,1.95,1.95,1.9
SP1,12/02/12,Vallecano,Getafe,2,0,H,1,0,H,13,5,7,0,19,23,4,3,5,3,0,1,2.5,3.2,2.8,2.5,3.1,2.9,2.5,3.2,2.75,2.5,3.1,2.7,2.4,3.2,2.8,2.5,3.2,2.8,2.5,3.25,2.8,2.5,3.2,2.9,2.5,3.3,2.9,2.4,3.2,2.88,37,2.58,2.47,3.35,3.2,3.04,2.87,31,2.38,2.25,1.68,1.62,20,0,1.83,1.78,2.13,2.05
SP1,12/02/12,Villarreal,Granada,3,1,H,1,0,H,12,14,7,4,15,12,6,5,2,2,0,1,1.57,3.75,6,1.57,3.9,6.5,1.6,3.6,5.75,1.6,3.6,5,1.62,3.5,5.5,1.6,3.75,5.5,1.62,3.6,6,1.62,3.75,6,1.62,3.8,6,1.62,3.75,5,37,1.67,1.6,4,3.7,6.5,5.78,31,2.19,2.09,1.78,1.71,22,-0.75,1.86,1.82,2.11,2.04
SP1,13/02/12,Sociedad,Sevilla,2,0,H,0,0,D,12,13,6,1,17,16,3,6,1,2,0,0,2.8,3.25,2.5,2.75,3.2,2.7,2.6,3.2,2.6,2.6,3.1,2.6,2.5,3.2,2.7,2.625,3.2,2.625,2.6,3.25,2.7,2.75,3.25,2.63,2.88,3.25,2.7,2.5,3.25,2.7,37,2.92,2.72,3.37,3.21,2.72,2.59,31,2.39,2.25,1.69,1.62,20,0,2.08,1.99,1.91,1.83
SP1,18/02/12,Getafe,Espanol,1,1,D,0,0,D,19,11,8,3,12,14,12,2,2,3,0,1,2,3.3,3.75,2.15,3.25,3.6,2.1,3.25,3.4,2.25,3.2,2.9,2.2,3.2,3.2,2.1,3.2,3.5,2.2,3.2,3.4,2.2,3.3,3.4,2.15,3.3,3.75,2.25,3.25,3.1,39,2.25,2.14,3.43,3.27,3.8,3.42,32,2.36,2.21,1.69,1.65,21,-0.25,1.86,1.81,2.11,2.04
SP1,18/02/12,Real Madrid,Santander,4,0,H,2,0,H,23,8,9,0,16,9,6,4,3,1,0,1,1.08,9.5,26,1.08,9.75,23,1.08,9,23,1.11,7.5,16,1.09,9,17,1.083,10,21,1.1,9,21,1.05,12,34,1.1,10.5,26,1.07,10,23,39,1.11,1.08,13.02,10.45,34,22.64,23,1.29,1.25,4.33,3.69,22,-2.75,2.08,2.01,1.9,1.86
SP1,18/02/12,Sevilla,Osasuna,2,0,H,1,0,H,17,11,7,3,10,16,6,5,3,3,0,0,1.62,3.75,5.5,1.67,3.6,5.25,1.73,3.5,4.75,1.7,3.5,4.4,1.75,3.5,4.33,1.7,3.5,5,1.73,3.3,5.5,1.73,3.5,5,1.7,3.75,5.5,1.75,3.4,4.75,39,1.75,1.7,3.75,3.54,5.83,5.1,32,2.22,2.07,1.8,1.74,23,-0.75,1.93,1.87,2.06,1.98
SP1,19/02/12,Ath Bilbao,Malaga,3,0,H,0,0,D,13,19,4,7,19,13,11,7,4,1,0,0,1.83,3.6,4.2,1.91,3.5,4.2,1.85,3.5,4,1.85,3.4,3.8,1.85,3.4,4,1.875,3.5,4,1.91,3.4,4,1.95,3.4,4,1.91,3.6,4.2,1.91,3.5,3.75,39,1.95,1.87,3.73,3.47,4.5,4.04,36,2,1.91,1.98,1.88,22,-0.5,1.95,1.88,2.03,1.98
SP1,19/02/12,Barcelona,Valencia,5,1,H,2,1,H,32,3,15,3,6,15,11,1,0,3,0,0,1.25,5.75,11,1.25,5.5,11.5,1.25,5.5,10,1.28,5,9,1.29,5.5,8,1.25,6,9.5,1.29,5,11,1.22,6,13,1.25,6.25,11,1.25,5.5,10,39,1.29,1.25,6.23,5.79,13.23,10.65,24,1.58,1.52,2.68,2.43,20,-1.75,1.98,1.93,2,1.92
SP1,19/02/12,Granada,Sociedad,4,1,H,1,1,D,20,8,8,1,16,16,5,3,2,4,1,1,2.3,3.2,3.2,2.25,3.3,3.3,2.3,3.2,3,2.25,3.2,2.9,2.3,3.2,3,2.35,3.2,3,2.4,3.1,3.1,2.25,3.3,3.3,2.38,3.25,3.25,2.25,3.3,3,39,2.44,2.32,3.35,3.24,3.31,3.07,32,2.32,2.17,1.75,1.67,23,-0.25,2.08,2,1.89,1.85
SP1,19/02/12,Levante,Vallecano,3,5,A,0,1,A,19,12,8,6,11,15,11,3,5,3,0,0,2.3,3.2,3.2,2.3,3.1,3.2,2.3,3.2,3,2.2,3.2,3,2.2,3.25,3.1,2.25,3.2,3.15,2.3,3.2,3.2,2.3,3.25,3.2,2.38,3.3,3.2,2.2,3.25,3.2,39,2.38,2.29,3.51,3.26,3.3,3.09,32,2.25,2.1,1.78,1.71,23,-0.25,2.02,1.97,1.94,1.88
SP1,19/02/12,Mallorca,Villarreal,4,0,H,1,0,H,14,9,8,3,17,17,5,4,4,2,0,0,2.25,3.25,3.2,2.25,3.1,3.3,2.35,3.2,2.9,2.3,3.2,2.8,2.38,3.2,2.88,2.35,3.2,3,2.3,3.2,3.2,2.3,3.25,3.2,2.38,3.3,3.25,2.38,3.25,2.88,39,2.39,2.31,3.38,3.23,3.35,3.07,32,2.3,2.19,1.72,1.65,23,-0.25,2.02,1.97,1.92,1.87
SP1,19/02/12,Sp Gijon,Ath Madrid,1,1,D,1,1,D,10,16,3,9,20,20,5,8,5,2,0,0,4,3.4,1.91,3.9,3.3,1.95,3.75,3.25,2,3.3,3.3,2,3.5,3.3,2,3.75,3.4,1.95,3.75,3.3,2,3.75,3.4,2,4.2,3.4,1.95,3.6,3.3,2,39,4.32,3.92,3.64,3.36,2,1.94,35,2.08,1.99,1.88,1.8,22,0.5,2.01,1.94,2,1.92
SP1,20/02/12,Zaragoza,Betis,0,2,A,0,1,A,13,10,4,6,16,14,8,3,3,4,0,0,2.6,3.2,2.75,2.55,3.2,2.75,2.6,3.2,2.6,2.5,3.2,2.6,2.4,3.2,2.8,2.45,3.25,2.8,2.7,3.1,2.7,2.5,3.25,2.8,2.7,3.25,2.8,2.4,3.25,2.8,37,2.79,2.57,3.29,3.2,2.9,2.73,32,2.34,2.21,1.7,1.64,20,0,1.94,1.87,2.03,1.94
SP1,25/02/12,Betis,Getafe,1,1,D,0,0,D,13,7,4,3,18,9,8,7,2,7,0,0,2,3.4,3.75,2.05,3.3,3.6,2.05,3.2,3.6,2.2,3.2,3,2.1,3.3,3.25,2,3.4,3.6,2.05,3.4,3.5,2.1,3.25,3.75,2.05,3.4,3.9,2.1,3.25,3.6,38,2.2,2.05,3.51,3.32,3.94,3.6,34,2.18,2.07,1.8,1.73,19,-0.25,1.8,1.75,2.27,2.12
SP1,25/02/12,Espanol,Levante,1,2,A,0,1,A,10,5,1,4,13,18,4,4,2,5,0,0,1.73,3.5,5,1.75,3.5,4.75,1.75,3.4,4.75,1.75,3.4,4.3,1.75,3.5,4.33,1.727,3.5,4.8,1.73,3.5,5,1.8,3.5,4.75,1.75,3.6,5.5,1.73,3.5,5,38,1.8,1.74,3.75,3.51,5.55,4.89,33,2.23,2.13,1.8,1.7,20,-0.75,2.04,1.98,1.93,1.88
