Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SC0,16/03/11,Dundee United,Hearts,2,0,H,0,0,D,I Brines,5,5,3,1,7,12,8,2,3,2,0,0,2.63,3.25,2.63,2.45,3.1,2.65,2.4,3.2,2.7,2.4,3.2,2.6,2.5,3.4,2.7,2.5,3.2,2.6,2.62,3.1,2.8,2.5,3.25,2.63,2.62,3.25,2.75,2.5,3.2,2.75,36,2.7,2.56,3.4,3.19,2.8,2.68,26,2.25,2.15,1.68,1.63,26,0,1.93,1.86,2.01,1.95
SC0,19/03/11,Dundee United,Inverness C,1,0,H,1,0,H,G Salmond,5,4,2,2,8,14,6,6,0,2,0,0,1.73,3.6,4.75,1.7,3.4,4.4,1.72,3.5,4.25,1.8,3.2,4,1.73,3.25,4.2,1.8,3.4,4,1.8,3.4,4.75,1.83,3.5,4,1.75,3.5,4.75,1.8,3.4,4.2,38,1.83,1.77,3.65,3.45,4.91,4.42,26,2.2,2.08,1.73,1.67,17,-0.5,1.83,1.78,2.16,2.08
SC0,19/03/11,Hamilton,St Johnstone,0,0,D,0,0,D,B Madden,9,7,3,1,11,13,5,3,2,1,1,0,2.75,3.3,2.5,2.75,2.95,2.45,2.6,3.2,2.5,2.5,3.2,2.5,2.8,3.3,2.5,2.6,3.2,2.5,2.75,3,2.75,2.75,3.25,2.4,2.88,3.2,2.5,2.6,3.25,2.5,37,2.85,2.71,3.3,3.16,2.72,2.54,26,2.4,2.26,1.67,1.58,27,0,2.03,1.94,1.92,1.85
SC0,19/03/11,Hearts,St Mirren,3,2,H,0,1,A,S Finnie,16,11,7,6,13,13,4,3,0,3,0,0,1.53,3.8,6.5,1.5,3.7,5.75,1.5,3.75,6,1.45,3.9,6,1.44,3.75,6,1.5,3.75,6,1.55,3.8,6.5,1.53,3.75,6,1.5,4,7,1.53,3.75,6,37,1.57,1.52,4.09,3.8,7.14,6.31,36,2.21,2.07,1.8,1.72,19,-1,2.01,1.96,1.96,1.89
SC0,19/03/11,Kilmarnock,Motherwell,3,1,H,2,1,H,M Tumilty,18,11,12,5,6,13,8,5,1,4,0,0,2.25,3.25,3.2,2.1,3.1,3.2,2.2,3.25,3,2.1,3.1,3.2,2.25,3.25,3.2,2.2,3.2,3,2.25,3.2,3.3,2.2,3.25,3,2.3,3.3,3.12,2.25,3.25,3,37,2.37,2.25,3.4,3.2,3.37,3.1,27,2.25,2.13,1.7,1.65,23,0,1.7,1.63,2.36,2.23
SC0,02/04/11,Motherwell,Aberdeen,2,1,H,1,0,H,S McLean,8,6,4,4,7,10,5,8,2,3,0,0,2.25,3.25,3.2,2.1,3,3.3,2.2,3.25,3,1.9,3.3,3.5,2.25,3.25,3.25,2.25,3.25,2.85,2.38,3.2,3,2.2,3,3.4,2.38,3.2,3.25,2.3,3.3,3,38,2.38,2.26,3.4,3.2,3.4,3.13,29,2.38,2.21,1.67,1.6,22,0,1.7,1.61,2.3,2.21
SC0,02/04/11,Rangers,Dundee United,2,3,A,1,1,D,S Conroy,9,8,6,3,9,11,6,2,1,2,0,0,1.36,4.75,8,1.3,4.75,7.75,1.35,4.75,7,1.3,4.4,8.5,1.36,4.8,8,1.36,4.2,7.5,1.36,4.5,9,1.33,4.5,9,1.4,4.75,8.5,1.36,4.75,8.5,38,1.41,1.37,4.8,4.56,9.5,8.1,27,1.73,1.66,2.25,2.1,17,-1.25,2,1.94,1.96,1.92
SC0,02/04/11,St Johnstone,Kilmarnock,0,0,D,0,0,D,S Finnie,6,3,1,1,8,7,6,2,1,1,0,0,2.63,3.25,2.63,2.45,3,2.7,2.5,3.2,2.6,2.55,3.1,2.55,2.6,3.3,2.62,2.5,3.2,2.55,2.7,3.1,2.7,2.63,3,2.63,2.75,3.2,2.75,2.6,3.2,2.7,38,2.76,2.6,3.3,3.16,2.8,2.66,29,2.3,2.18,1.7,1.61,26,0,1.95,1.88,2,1.91
SC0,02/04/11,St Mirren,Hamilton,3,1,H,0,1,A,W Collum,4,3,3,2,19,17,3,5,2,1,0,1,2.2,3.25,3.25,2,3.1,3.5,2.1,3.25,3.2,2,3.2,3.3,2.1,3.3,3.5,2.1,3.25,3.2,2.3,3.1,3.3,2.2,3,3.4,2.2,3.2,3.6,2.15,3.25,3.4,38,2.3,2.15,3.39,3.2,3.7,3.36,28,2.5,2.29,1.65,1.56,18,-0.25,1.92,1.85,2.07,2.01
SC0,03/04/11,Hibernian,Hearts,2,2,D,1,1,D,I Brines,18,7,9,4,12,6,3,6,2,2,0,1,2.9,3.25,2.4,2.7,3,2.45,2.6,3.2,2.5,2.7,3.1,2.4,2.7,3.25,2.6,2.55,3.2,2.5,2.8,3.1,2.6,2.88,3,2.5,3,3.2,2.5,2.75,3.2,2.6,38,3.03,2.81,3.25,3.14,2.63,2.5,29,2.3,2.22,1.65,1.59,26,0,2.14,2.03,1.85,1.77
SC0,05/04/11,St Johnstone,Rangers,0,2,A,0,1,A,C Allan,6,10,5,5,6,9,4,3,2,1,0,0,6.5,4.5,1.44,6.5,4.4,1.37,6.5,4.25,1.4,6,3.9,1.45,7.5,4.5,1.4,7.5,4,1.4,8,4,1.44,7,4.33,1.4,7.5,4.5,1.44,7,4.5,1.4,38,8,7.15,4.5,4.18,1.52,1.45,38,1.93,1.81,2.1,1.96,21,1,2.15,2.06,1.87,1.8
SC0,06/04/11,Celtic,Hibernian,3,1,H,3,0,H,E Norris,14,4,7,1,7,13,4,5,2,4,0,0,1.29,5.25,10,1.22,5.5,9.25,1.25,5,10,1.27,4.6,9,1.25,5.5,12,1.29,4.6,9.5,1.29,5.5,9.5,1.25,5.5,10,1.29,5.5,13,1.29,5,10,34,1.3,1.27,5.89,5.19,13,10.58,22,1.62,1.54,2.5,2.34,19,-1.5,1.86,1.81,2.09,2.04
SC0,06/04/11,Motherwell,Dundee United,2,1,H,2,0,H,S O'Reilly,5,12,4,8,7,16,2,8,0,0,0,0,2.5,3.25,2.8,2.4,3,2.75,2.5,3.2,2.6,2.5,3.2,2.5,2.5,3.3,2.75,2.4,3.25,2.65,2.62,3.1,2.8,2.5,3.25,2.63,2.6,3.25,2.88,2.4,3.3,2.75,36,2.62,2.48,3.4,3.22,2.93,2.76,26,2.25,2.11,1.7,1.66,26,0,1.87,1.79,2.08,2.01
SC0,06/04/11,St Mirren,Aberdeen,3,2,H,1,0,H,G Salmond,7,11,6,3,17,13,3,8,2,1,0,0,2.6,3.2,2.75,2.4,3,2.75,2.5,3.2,2.6,2.5,3.2,2.5,2.5,3.3,2.75,2.45,3.25,2.6,2.62,3.1,2.75,2.5,3.25,2.63,2.62,3.2,2.88,2.5,3.25,2.7,36,2.67,2.53,3.3,3.16,3,2.74,25,2.38,2.2,1.67,1.61,26,0,1.88,1.82,2.07,1.98
SC0,09/04/11,Aberdeen,Hibernian,0,1,A,0,1,A,B Madden,13,4,4,2,9,11,8,2,1,2,0,0,2.4,3.3,2.9,2.25,3.1,2.9,2.25,3.25,2.9,2.2,3.1,3,2.38,3.25,3,2.25,3.2,2.88,2.5,3.1,2.9,2.3,3.4,2.75,2.5,3.25,3,2.25,3.3,3.1,38,2.68,2.44,3.4,3.23,3.1,2.82,29,2.2,2.08,1.79,1.68,26,0,1.91,1.82,2.1,2
SC0,09/04/11,Celtic,St Mirren,1,0,H,0,0,D,C Murray,11,6,2,1,7,9,6,3,0,1,0,0,1.17,7,15,1.15,6.5,11.5,1.16,6.5,12,1.15,6,13,1.17,7,15,1.15,6,15,1.18,6,19,1.17,7,11,1.17,8,19,1.14,7,19,38,1.18,1.15,8.24,7.08,23,15.28,26,1.57,1.5,2.62,2.46,19,-2,1.87,1.82,2.08,2.03
SC0,09/04/11,Dundee United,St Johnstone,2,0,H,1,0,H,M Tumilty,8,5,2,2,10,9,7,5,3,3,0,1,1.67,3.75,5,1.6,3.5,5,1.62,3.5,5,1.65,3.5,4.5,1.62,3.75,5.5,1.65,3.4,5,1.73,3.3,5.5,1.62,3.6,5,1.73,3.75,5.25,1.67,3.6,5.4,38,1.73,1.67,3.8,3.57,5.6,5.09,28,2.25,2.12,1.7,1.65,17,-0.75,1.97,1.94,1.96,1.93
SC0,09/04/11,Hearts,Motherwell,0,0,D,0,0,D,C Thomson,7,4,2,0,8,5,8,3,2,1,0,0,1.8,3.6,4.5,1.65,3.4,4.75,1.7,3.5,4.5,1.7,3.4,4.3,1.73,3.5,5,1.7,3.4,4.5,1.83,3.25,4.8,1.67,3.4,5,1.83,3.5,4.75,1.73,3.6,4.75,38,1.87,1.77,3.75,3.48,5,4.5,29,2.2,2.07,1.76,1.69,17,-0.5,1.89,1.84,2.08,2.02
SC0,09/04/11,Kilmarnock,Inverness C,1,1,D,1,1,D,J McKendrick,6,6,5,2,6,13,7,4,0,1,0,0,2,3.3,3.75,1.85,3.25,3.8,1.9,3.3,3.75,1.85,3.2,3.8,1.91,3.6,3.75,2,3.25,3.4,2.1,3.2,3.6,1.83,3.5,3.75,2.1,3.3,3.8,1.91,3.4,4,38,2.11,1.99,3.6,3.33,4,3.67,32,2.21,2.1,1.75,1.68,19,-0.5,2.11,2.05,1.86,1.81
SC0,10/04/11,Hamilton,Rangers,0,1,A,0,1,A,A Muir,6,10,1,7,9,10,3,2,1,3,0,0,9.5,5.5,1.29,9,5,1.25,9,5,1.27,8.5,4.4,1.3,10,5.5,1.29,8.5,5.5,1.25,10,5,1.25,9,5.5,1.29,10,5.5,1.3,10,5.4,1.29,37,12,9.83,5.6,5.25,1.3,1.27,34,1.78,1.7,2.17,2.07,20,1.5,2.03,1.98,1.92,1.86
SC0,12/04/11,St Johnstone,Celtic,0,1,A,0,1,A,I Brines,4,12,2,7,11,17,3,5,2,1,0,0,10,5,1.3,8.75,4.4,1.3,8,4.5,1.33,8.5,4.4,1.3,9,5,1.33,9,4.5,1.3,9,4.5,1.36,8,4.5,1.36,12,5,1.3,8.5,5,1.33,38,12,9.69,5.29,4.78,1.36,1.32,35,1.96,1.85,2.02,1.9,18,1.2,2.21,2.15,1.79,1.75
SC0,13/04/11,Aberdeen,Rangers,0,1,A,0,1,A,C Murray,8,10,3,5,16,9,1,7,1,2,0,0,7,4,1.5,6,4,1.44,6,3.75,1.5,6,3.9,1.45,6.5,4,1.5,6.5,3.6,1.5,5.5,3.75,1.5,5.5,4,1.53,7.5,4.33,1.44,6.5,3.75,1.53,36,8,6.72,4.52,3.95,1.53,1.48,28,1.88,1.75,2.07,1.98,18,1,2.08,2.03,1.9,1.82
SC0,16/04/11,Inverness C,Hearts,1,1,D,1,0,H,C Allan,12,8,6,7,12,9,5,8,4,2,1,0,3.3,3.25,2.2,3,3.1,2.2,2.9,3.25,2.25,2.8,3.1,2.3,3.1,3.4,2.25,2.88,3.2,2.25,2.8,3.2,2.2,3,3.25,2.25,3.5,3.4,2.2,3,3.3,2.3,37,3.51,3.18,3.4,3.25,2.3,2.21,27,2.25,2.11,1.72,1.66,15,0.25,2.04,1.98,1.94,1.88
SC0,16/04/11,Rangers,St Mirren,2,1,H,1,1,D,E Norris,10,5,3,3,11,14,4,3,0,2,0,0,1.17,7,15,1.16,6.25,11.5,1.2,5.5,12,1.17,5.7,12,1.2,6,15,1.18,6,12,1.17,5.5,12,1.17,7,12,1.2,7,15,1.2,6,15,35,1.2,1.18,7,6.37,20,13.82,25,1.68,1.6,2.3,2.22,16,-2,2.15,2.06,1.85,1.79
SC0,17/04/11,Hibernian,Hamilton,1,2,A,0,2,A,B Winter,24,6,15,1,8,8,16,2,1,1,0,0,1.62,3.6,6,1.6,3.5,5,1.6,3.75,4.75,1.6,3.6,4.8,1.62,3.75,5.5,1.6,3.5,5.2,1.57,3.5,5,1.62,3.5,5.5,1.67,3.6,6,1.62,3.6,5.75,37,1.7,1.64,4,3.6,6,5.31,26,2.25,2.08,1.74,1.67,15,-0.75,1.94,1.9,2.02,1.97
SC0,19/04/11,Dundee United,Rangers,0,4,A,0,1,A,W Collum,2,9,1,4,14,11,2,7,1,2,3,0,5,3.6,1.7,4.75,3.7,1.6,4.75,3.5,1.65,5.5,3.8,1.5,5,3.75,1.67,5.5,3.4,1.6,5,3.6,1.7,4.5,3.75,1.67,5,3.75,1.75,4.75,3.6,1.73,36,5.6,4.87,3.8,3.61,1.78,1.7,35,1.95,1.84,2.03,1.93,18,0.75,1.9,1.85,2.07,2.01
SC0,20/04/11,Kilmarnock,Celtic,0,4,A,0,3,A,A Muir,4,16,4,9,6,5,1,8,2,2,0,0,8,4.5,1.4,6.25,4.4,1.38,7,4.2,1.4,7.5,4.2,1.35,7,4.33,1.44,7.5,4,1.4,7.5,4.2,1.44,6,4.5,1.44,8.5,4.75,1.4,8,4.33,1.4,33,8.54,7.57,4.81,4.3,1.44,1.41,25,1.75,1.67,2.23,2.09,17,1.25,1.9,1.86,2.06,1.99
SC0,23/04/11,Dundee United,Kilmarnock,4,2,H,2,0,H,B Winter,16,10,6,9,11,7,7,6,3,3,0,0,1.91,3.4,4,1.8,3.4,3.8,1.9,3.4,3.6,1.9,3.2,3.6,2,3.5,3.6,1.9,3.25,3.75,2.05,3.2,3.75,1.91,3.4,3.5,1.95,3.5,4,1.85,3.4,3.8,31,2,1.92,3.5,3.37,4.2,3.78,25,2.15,1.98,1.86,1.74,13,0,1.45,1.41,2.9,2.72
SC0,23/04/11,Hearts,Motherwell,3,3,D,2,0,H,W Collum,14,10,5,8,14,14,7,11,2,4,0,0,1.83,3.5,4.33,1.7,3.3,4.6,1.75,3.4,4.25,1.85,3.3,3.7,1.83,3.5,4.33,1.73,3.4,4.33,1.83,3.25,4.8,1.83,3.2,4.5,1.83,3.5,4.33,1.73,3.5,4.5,32,1.83,1.77,3.6,3.45,4.8,4.42,24,2.3,2.11,1.7,1.65,12,0,1.36,1.32,3.3,3.19
SC0,24/04/11,Hibernian,St Mirren,1,1,D,1,1,D,A Muir,7,3,2,2,14,9,2,6,1,3,0,0,1.83,3.5,4.33,1.78,3.3,4.1,1.75,3.4,4.25,1.75,3.3,4.2,1.83,3.4,4.33,1.75,3.4,4.2,1.83,3.25,4.8,1.83,3.5,4,1.83,3.5,4.33,1.73,3.5,4.5,28,1.85,1.8,3.6,3.42,4.8,4.31,23,2.2,2,1.8,1.73,12,0,1.35,1.33,3.25,3.15
SC0,24/04/11,Rangers,Celtic,0,0,D,0,0,D,C Thomson,13,13,4,9,14,21,8,8,2,3,0,0,2.5,3.3,2.75,2.3,3.2,2.75,2.35,3.25,2.75,2.3,3.2,2.8,2.38,3.3,2.9,2.38,3.2,2.7,2.6,3.2,2.75,2.4,3.25,2.75,2.5,3.3,2.75,2.4,3.3,2.8,32,2.6,2.42,3.5,3.24,2.9,2.74,25,2,1.88,2,1.85,15,-0.25,2.22,2.17,1.76,1.73
SC0,25/04/11,Hamilton,Aberdeen,1,1,D,0,0,D,C Murray,15,15,9,9,12,11,8,6,1,1,0,0,2.75,3.3,2.5,2.6,3.15,2.45,2.65,3.25,2.4,2.8,3.3,2.2,2.6,3.3,2.62,2.6,3.25,2.45,2.8,3.1,2.62,2.88,3.2,2.38,2.75,3.3,2.5,2.5,3.25,2.62,25,3.1,2.72,3.35,3.23,2.63,2.47,22,2.35,2.14,1.7,1.64,21,0,2.02,1.94,1.91,1.82
SC0,25/04/11,St Johnstone,Inverness C,0,3,A,0,1,A,B Madden,19,12,11,7,11,17,6,5,2,0,0,0,2.5,3.3,2.75,2.35,3,2.85,2.4,3.25,2.65,2.2,3.2,2.9,2.5,3.3,2.75,2.45,3.25,2.6,2.6,3.25,2.7,2.5,3.25,2.63,2.5,3.3,2.75,2.38,3.25,2.75,25,2.65,2.45,3.35,3.22,2.9,2.76,22,2.35,2.21,1.67,1.6,14,0,1.8,1.73,2.1,2.01
SC0,30/04/11,Aberdeen,Inverness C,1,0,H,0,0,D,G Salmond,11,10,5,5,21,15,5,6,1,2,0,0,2.25,3.4,3.1,2.2,3.1,3,2.2,3.2,3,2.2,3.2,2.9,2.25,3.4,3.1,2.25,3.2,2.88,2.3,3.2,3.2,2.25,3.25,3,2.3,3.4,3.2,2.25,3.25,3.1,36,2.41,2.28,3.4,3.24,3.2,3.05,28,2.25,2.11,1.7,1.65,22,0,1.7,1.63,2.31,2.17
SC0,30/04/11,Hibernian,St Johnstone,1,2,A,1,0,H,C Allan,7,9,3,3,18,12,6,4,2,1,0,0,2,3.5,3.6,2,3.2,3.4,2,3.25,3.4,2.1,3.1,3.2,2,3.5,3.6,2,3.2,3.5,2.05,3.25,3.8,1.91,3.4,3.75,2,3.4,4,2,3.4,3.6,35,2.1,2,3.5,3.32,4,3.63,28,2.25,2.13,1.7,1.64,17,-0.5,2.05,2,1.89,1.84
SC0,30/04/11,Kilmarnock,Hearts,2,2,D,0,0,D,E Norris,14,6,6,2,11,20,4,4,5,3,0,0,2.63,3.3,2.63,2.45,3.1,2.65,2.5,3.2,2.6,2.5,3.2,2.5,2.62,3.3,2.62,2.55,3.2,2.55,2.8,3.2,2.5,2.7,3.2,2.5,2.75,3.4,2.62,2.7,3.3,2.5,35,2.88,2.65,3.42,3.22,2.7,2.57,29,2.21,2.08,1.75,1.67,26,0,2.02,1.92,1.92,1.85
SC0,30/04/11,Motherwell,Rangers,0,5,A,0,1,A,M Tumilty,5,13,3,10,8,8,5,2,3,1,0,0,6.5,4.2,1.5,5,3.9,1.53,5.5,3.75,1.53,6.5,4,1.4,6.5,4,1.5,6,3.75,1.5,6,4.33,1.5,6,3.75,1.57,6.5,4.4,1.5,6,4,1.53,35,7,6.27,4.44,3.99,1.57,1.5,30,1.75,1.67,2.2,2.09,18,1,2,1.95,1.94,1.88
SC0,01/05/11,Celtic,Dundee United,4,1,H,1,0,H,I Brines,22,7,15,3,6,8,10,4,0,1,0,0,1.25,5.5,12,1.25,5.25,8.25,1.3,4.5,9,1.25,5,9,1.3,5,10,1.25,5,10,1.3,5.5,9.5,1.3,5,9,1.3,5.25,12,1.29,4.75,12,34,1.31,1.28,5.5,4.96,12,10.35,26,1.63,1.57,2.4,2.26,18,-1.5,1.93,1.88,2,1.94
SC0,02/05/11,St Mirren,Hamilton,0,1,A,0,0,D,C Thomson,9,19,6,11,15,14,7,2,1,2,1,1,2,3.5,3.6,1.91,3.2,3.7,1.95,3.4,3.4,2,3.2,3.3,2.1,3.5,3.25,2.1,3.2,3.2,2.1,3.25,3.6,2,3.4,3.6,2.05,3.4,3.75,2.05,3.4,3.5,35,2.1,2.01,3.5,3.34,3.81,3.6,27,2.25,2.14,1.7,1.64,18,-0.5,2.11,2.04,1.86,1.79
SC0,04/05/11,Inverness C,Celtic,3,2,H,1,1,D,S O'Reilly,9,14,5,6,16,10,5,11,2,2,0,0,10,5.25,1.29,7,5,1.3,9,4.5,1.3,9.5,5.5,1.2,9,5,1.33,9.5,4.6,1.29,10,5,1.3,9,5,1.33,12,5.5,1.29,10,5,1.3,36,12,9.76,5.76,5.04,1.33,1.29,26,1.62,1.57,2.38,2.27,19,1.5,2.01,1.96,1.94,1.88
SC0,07/05/11,Aberdeen,St Johnstone,0,2,A,0,1,A,J McKendrick,2,7,1,3,8,2,3,6,1,0,0,0,2.2,3.3,3.25,2.15,3.1,3.1,2.15,3.25,3.1,2.2,3.1,3,2.1,3.3,3.5,2.1,3.2,3.2,2.3,3.1,3.3,2.2,3.4,3,2.3,3.3,3.25,2.1,3.3,3.4,35,2.34,2.2,3.4,3.23,3.5,3.21,26,2.3,2.2,1.65,1.6,16,-0.25,2.02,1.93,1.98,1.92
SC0,07/05/11,Dundee United,Motherwell,4,0,H,2,0,H,B Winter,14,1,8,0,6,12,5,5,0,2,0,0,1.85,3.6,4,1.85,3.3,3.75,1.85,3.4,3.75,1.8,3.2,4,1.91,3.4,4,1.9,3.3,3.75,1.95,3.3,4,1.83,3.5,4,2,3.5,4,1.91,3.4,4,35,2.05,1.92,3.6,3.4,4.3,3.87,33,2.05,1.96,1.9,1.79,18,-0.5,2.05,1.97,1.94,1.87
SC0,07/05/11,Hamilton,Hibernian,1,0,H,1,0,H,M Tumilty,13,10,7,2,6,7,6,4,0,2,0,1,2.63,3.25,2.63,2.7,3,2.45,2.5,3.2,2.6,2.4,3.2,2.6,2.4,3.4,2.8,2.6,3.25,2.45,2.7,3.1,2.7,2.63,3.2,2.63,2.75,3.25,2.75,2.5,3.3,2.7,35,2.7,2.6,3.4,3.18,2.83,2.64,26,2.38,2.19,1.7,1.61,24,0,1.94,1.86,2.03,1.92
SC0,07/05/11,Inverness C,St Mirren,1,0,H,0,0,D,B Madden,8,10,3,4,12,11,5,6,0,1,1,0,2.1,3.3,3.5,1.95,3.2,3.5,2.05,3.25,3.25,2.1,3.1,3.2,2.1,3.3,3.5,1.9,3.25,3.75,2.2,3.2,3.4,2.1,3.25,3.4,2.1,3.3,3.5,2.05,3.25,3.6,35,2.18,2.08,3.4,3.25,3.8,3.48,27,2.25,2.16,1.7,1.62,16,-0.25,1.93,1.87,2.05,1.98
SC0,07/05/11,Rangers,Hearts,4,0,H,3,0,H,I Brines,16,6,9,2,14,8,10,0,4,3,0,1,1.3,5,10,1.3,4.75,7.75,1.3,4.75,8,1.25,5,9,1.33,5,9,1.3,4.5,9,1.33,4.8,10,1.33,4.5,9,1.33,5.25,10,1.33,4.75,9,35,1.36,1.32,5.3,4.85,11,9.2,27,1.73,1.62,2.3,2.17,14,-1.5,2.08,2.01,1.86,1.78
SC0,08/05/11,Kilmarnock,Celtic,0,2,A,0,1,A,W Collum,3,9,1,2,11,17,2,5,2,2,0,0,10,5,1.3,7.75,4.75,1.3,8,4.75,1.3,8,4.6,1.3,10,5,1.3,9,4.5,1.3,9,4.5,1.36,9,5,1.33,11,5.5,1.3,9,4.75,1.33,34,11.61,9.59,5.65,4.92,1.36,1.3,24,1.62,1.55,2.5,2.3,19,1.5,1.98,1.9,1.98,1.92
SC0,10/05/11,Aberdeen,St Mirren,0,1,A,0,0,D,E Norris,4,3,1,2,16,14,1,5,2,1,0,0,2.25,3.25,3.2,2.2,3.1,3,2.2,3.2,3,,,,2.2,3.4,3.2,2.1,3.25,3.2,2.2,3.25,3.25,2.25,3.25,3.2,2.4,3.25,3.2,2.1,3.3,3.3,37,2.54,2.31,3.4,3.2,3.3,3.07,28,2.25,2.17,1.67,1.62,24,0,1.82,1.7,2.38,2.15
SC0,10/05/11,Rangers,Dundee United,2,0,H,2,0,H,C Murray,13,8,7,3,9,11,5,4,0,0,0,0,1.22,6,13,1.2,5.75,9.75,1.22,5.75,9.5,1.22,5,10,1.22,6,12,1.2,5.75,11,1.22,6,12,1.22,6,10,1.22,6.5,15,1.22,6,13,37,1.25,1.21,7,6.13,15.71,12,27,1.62,1.54,2.55,2.35,19,-1.5,1.77,1.71,2.23,2.15
SC0,10/05/11,St Johnstone,Hamilton,1,0,H,1,0,H,S Conroy,7,6,4,3,4,9,7,2,0,1,0,1,2.1,3.4,3.4,2.1,3,3.3,2.2,3.2,3,,,,2,3.6,3.4,2,3.25,3.4,2.2,3.2,3.4,2.1,3.25,3.4,2.38,3.25,3.25,2.1,3.3,3.3,36,2.41,2.19,3.4,3.24,3.7,3.27,28,2.38,2.21,1.7,1.6,21,0,1.73,1.61,2.5,2.29
SC0,11/05/11,Hearts,Celtic,0,3,A,0,1,A,C Thomson,4,13,2,9,19,14,3,5,3,2,1,1,7,4.33,1.44,5.75,4.1,1.44,6.25,4,1.45,6,3.9,1.45,6,4,1.53,6.5,4,1.44,7,4.5,1.44,6.5,4.5,1.44,7.5,4.6,1.44,6,4.2,1.5,34,7.5,6.69,4.64,4.22,1.53,1.45,31,1.77,1.69,2.21,2.07,16,1,2.16,2.07,1.83,1.78
SC0,11/05/11,Inverness C,Hibernian,2,0,H,1,0,H,S Finnie,7,11,6,3,9,10,6,8,0,0,0,0,2.1,3.4,3.4,2.1,3.2,3.1,2.1,3.2,3.2,2,3.2,3.3,2.1,3.3,3.5,2.1,3.2,3.2,2.1,3.4,3.4,2.1,3.25,3.4,2.25,3.4,3.3,2.1,3.3,3.3,33,2.26,2.14,3.51,3.28,3.5,3.26,34,2.06,1.98,1.87,1.78,15,0,1.6,1.54,2.5,2.35
SC0,11/05/11,Motherwell,Kilmarnock,1,1,D,1,0,H,C Allan,7,14,6,12,13,3,3,7,1,1,0,0,2.25,3.4,3.1,2.2,3.2,2.9,2.2,3.2,3,2.1,3.1,3.2,2.38,3.4,2.88,2.2,3.25,2.95,2.15,3.1,3,2.25,3.3,3,2.38,3.5,3,2.2,3.3,3.1,34,2.4,2.27,3.57,3.29,3.2,2.99,34,2.02,1.92,1.95,1.84,22,0,1.69,1.63,2.29,2.21
SC0,14/05/11,Hamilton,Inverness C,1,2,A,0,1,A,I Brines,6,2,3,2,11,14,6,2,1,1,0,0,2.5,3.3,2.8,2.4,3.1,2.7,2.4,3.1,2.75,2.4,3.1,2.7,2.4,3.3,2.88,2.38,3.2,2.7,2.6,3.2,2.75,2.4,3.25,2.88,2.5,3.2,2.88,2.5,3.2,2.75,35,2.66,2.49,3.3,3.18,2.94,2.79,28,2.38,2.25,1.62,1.58,25,0,1.92,1.81,2.07,1.99
SC0,14/05/11,Hibernian,Aberdeen,1,3,A,1,0,H,W Collum,15,11,7,10,11,10,5,7,2,0,0,0,2.38,3.25,3,2.2,3.1,3,2.3,3.1,2.9,2.2,3.1,3,2.25,3.3,3.2,2.3,3.2,2.8,2.3,3.2,3.2,2.38,3.2,2.88,2.25,3.2,3.25,2.25,3.2,3.1,34,2.38,2.28,3.4,3.21,3.4,3.07,29,2.3,2.17,1.7,1.62,20,0,1.7,1.62,2.36,2.22
SC0,14/05/11,St Mirren,St Johnstone,0,0,D,0,0,D,C Murray,11,11,4,2,11,18,4,2,0,1,0,0,2.25,3.4,3.1,2.1,3.1,3.2,2.2,3.1,3.1,2.3,3.1,2.8,2.25,3.5,3,2.2,3.2,3,2.5,3.1,3,2.2,3.4,3,2.38,3.3,3,2.3,3.2,3,35,2.5,2.29,3.5,3.23,3.2,3.05,29,2.3,2.21,1.65,1.6,20,0,1.72,1.62,2.38,2.21
SC0,15/05/11,Celtic,Motherwell,4,0,H,2,0,H,A Muir,22,6,15,1,7,13,9,3,1,1,0,0,1.17,7,15,1.15,6.25,12.5,1.18,6,11,1.2,5.2,11,1.17,7,15,1.15,6.5,13,1.2,6,15,1.2,6,13,1.17,7,19,1.17,6.5,15,34,1.2,1.17,7.74,6.73,21,14.4,28,1.55,1.48,2.75,2.49,14,-2,1.92,1.87,2.04,1.98
SC0,15/05/11,Dundee United,Hearts,2,1,H,1,1,D,S O'Reilly,10,4,5,4,3,8,10,3,2,3,0,0,2.2,3.3,3.3,2.3,3,2.9,2.25,3.1,3,2.1,3.1,3.2,2.25,3.3,3.2,2.2,3.2,3,2.38,3.2,3,2.3,3.25,3,2.2,3.25,3.4,2.25,3.2,3.1,35,2.3,2.18,3.4,3.26,3.78,3.25,29,2.3,2.14,1.7,1.64,17,-0.25,1.95,1.84,2.11,2.02
