Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
N1,04/02/07,Sparta,Roda JC,2,2,D,0,1,A,2.7,3.25,2.5,2.45,3,2.7,2.4,3.2,2.6,2.4,3.2,2.4,2.25,3.2,2.75,2.5,3.2,2.6,2.3,3.5,2.5,2.5,3.2,2.5,2.5,3.4,2.35,38,2.75,2.48,3.4,3.21,2.75,2.53,25,1.86,1.69,2.15,2.04,15,0,2.05,1.95,1.89,1.83
N1,04/02/07,Vitesse,Nijmegen,1,1,D,0,0,D,1.83,3.3,4.33,2,3.2,3.35,1.9,3.3,3.5,1.9,3.2,3.4,2,3.2,3.2,2,3.25,3.4,1.9,3.5,3.2,1.91,3.4,3.4,2,3.25,3.25,39,2.1,1.96,3.5,3.27,4,3.42,24,1.74,1.66,2.1,2.02,18,-0.5,1.93,1.91,1.97,1.88
N1,09/02/07,Excelsior,Groningen,0,2,A,0,1,A,3.75,3.4,1.9,3.25,3.3,2,3.6,3.25,1.9,3.2,3.1,2,3.4,3.25,1.9,3.6,3.25,1.9,3.4,3.5,1.83,3.2,3.4,2,3.5,3.4,1.9,43,4,3.52,3.6,3.31,2,1.92,31,1.73,1.6,2.35,2.19,20,0.5,1.94,1.89,2,1.97
N1,10/02/07,AZ Alkmaar,Willem II,2,0,H,1,0,H,1.12,7,13,1.15,6,13,1.15,6,13,1.17,5.8,9.5,1.14,6,12,1.15,6.5,12,1.16,6,10,1.12,6.5,17,1.17,5.5,11,42,1.2,1.15,7,6.19,17,12.77,28,1.4,1.35,3.4,2.83,16,-225,1.83,1.78,2.11,2.08
N1,10/02/07,Heerenveen,Vitesse,0,0,D,0,0,D,1.66,3.5,4.5,1.75,3.4,4.05,1.75,3.4,4,1.8,3.2,3.7,1.72,3.4,4,1.73,3.4,4.33,1.72,3.5,3.8,1.73,3.4,4,1.75,3.5,3.75,44,1.8,1.72,3.5,3.4,4.8,4.23,30,1.6,1.57,2.36,2.21,20,-0.5,1.78,1.75,2.18,2.11
N1,10/02/07,Roda JC,Nijmegen,1,0,H,1,0,H,1.83,3.4,3.8,1.9,3.4,3.4,1.85,3.25,3.8,1.85,3.2,3.5,1.83,3.4,3.5,1.85,3.25,4,1.8,3.5,3.5,2,3.25,3.4,1.8,3.4,3.6,44,2,1.87,3.45,3.31,4.35,3.67,30,1.98,1.76,2.05,1.95,19,-0.5,2,1.94,1.98,1.93
N1,10/02/07,Waalwijk,Heracles,2,0,H,1,0,H,1.9,3.3,3.5,2,3.25,3.3,2,3.25,3.4,2,3.1,3.2,2,3.2,3.2,2,3.2,3.5,2,3.4,3,2,3.4,3.2,2,3.4,3.1,44,2.05,1.95,3.4,3.27,4,3.41,31,1.88,1.78,2.04,1.95,19,-0.25,1.78,1.74,2.29,2.13
N1,11/02/07,Den Haag,Ajax,1,2,A,1,0,H,7,4,1.4,6.65,4.35,1.37,7,4,1.4,5.8,4,1.4,7,4,1.36,7.5,4,1.4,6.5,4.2,1.36,7,4,1.4,6.5,4.35,1.35,43,8.5,7.11,4.5,4.04,1.41,1.38,29,1.5,1.43,2.75,2.53,20,1.5,1.94,1.84,2,1.97
N1,11/02/07,Sparta,PSV Eindhoven,1,1,D,0,0,D,6.5,3.75,1.44,6,3.9,1.45,6.5,3.75,1.45,5.4,3.8,1.45,6,3.75,1.44,6.5,4,1.44,6,3.75,1.44,7,4.33,1.36,8,4.5,1.3,42,8.25,6.59,4.5,3.87,1.46,1.43,30,1.62,1.51,2.5,2.34,19,1.25,2.1,2.04,1.88,1.83
N1,11/02/07,Twente,Feyenoord,3,0,H,1,0,H,1.9,3.4,3.4,2.15,3.2,3,2.1,3.25,3,2.1,3,3.1,2,3.2,3.2,1.95,3.4,3.4,2.15,3.4,2.75,2,3.4,3.2,2,3.4,3.1,42,2.25,2.06,3.4,3.25,3.55,3.15,30,1.55,1.49,2.75,2.38,19,-0.25,1.8,1.79,2.15,2.08
N1,11/02/07,Utrecht,NAC Breda,1,0,H,0,0,D,1.9,3.2,3.75,2.1,3.25,3.05,2.05,3.25,3.2,2.2,3.2,2.7,2,3.2,3.2,2,3.2,3.5,2,3.4,3,1.83,3.4,3.6,2.1,3.4,2.8,42,2.2,2.04,3.45,3.26,3.75,3.22,28,1.86,1.72,2.07,1.98,19,-0.25,1.82,1.76,2.12,2.11
N1,16/02/07,NAC Breda,Sparta,3,1,H,1,0,H,1.95,3.4,3.6,1.85,3.3,3.75,1.8,3.3,3.9,1.75,3.2,4,1.72,3.4,4,1.75,3.4,4.2,1.75,3.5,3.75,1.73,3.4,4.33,1.8,3.25,3.75,45,1.95,1.82,3.5,3.33,4.33,3.88,31,1.88,1.74,2.1,1.99,20,-0.5,2.12,2.03,1.86,1.81
N1,16/02/07,Willem II,Den Haag,2,1,H,1,1,D,1.8,3.5,4.33,1.85,3.3,3.75,1.85,3.3,3.7,1.8,3.2,3.7,1.8,3.3,3.75,1.83,3.25,4,1.8,3.5,3.5,1.8,3.4,3.75,1.8,3.25,3.75,45,1.9,1.81,3.55,3.35,4.5,3.87,31,1.82,1.72,2.14,2.02,20,-0.5,1.93,1.88,2,1.96
N1,17/02/07,Heracles,PSV Eindhoven,0,2,A,0,0,D,9,4.33,1.36,6.35,4.15,1.4,6.75,4,1.4,6,3.9,1.4,7,4,1.36,7.5,4,1.4,7,4,1.36,9,4.5,1.3,7.5,4,1.35,44,9.5,7.54,4.75,4.14,1.4,1.36,32,1.67,1.59,2.35,2.18,19,1.5,1.86,1.8,2.06,2.01
N1,17/02/07,Nijmegen,Waalwijk,1,0,H,0,0,D,1.75,3.4,4,1.65,3.5,4.5,1.68,3.5,4.25,1.65,3.3,4.4,1.61,3.5,4.5,1.67,3.5,4.6,1.7,3.6,3.8,1.62,3.6,4.5,1.65,3.4,4.35,45,1.78,1.68,3.65,3.46,4.6,4.41,33,1.96,1.79,2,1.93,20,-0.75,2.12,2.09,1.84,1.78
N1,17/02/07,Vitesse,Roda JC,0,0,D,0,0,D,2.05,3.4,3.3,2.1,3.3,3,2.1,3.25,3,2.2,3.1,2.8,2.1,3.4,2.87,2.2,3.2,3,2.05,3.5,2.85,2,3.4,3.2,2.1,3.2,3,45,2.25,2.12,3.4,3.26,3.35,3.02,32,1.78,1.68,2.15,2.04,21,-0.25,1.94,1.87,2.02,2
N1,18/02/07,Ajax,Excelsior,2,2,D,2,2,D,1.1,8,23,1.15,6,13,1.15,6,13,1.1,7,15,1.12,6,15,1.12,6.7,15,1.1,6.5,17,1.1,7,26,1.1,6.5,17,37,1.15,1.12,9,6.7,26,15.74,24,1.4,1.35,3,2.78,17,-2.5,1.83,1.75,2.14,2.09
N1,18/02/07,Feyenoord,Utrecht,2,0,H,2,0,H,1.6,3.6,5.75,1.5,3.75,5.55,1.5,3.6,6,1.55,3.5,4.8,1.57,3.5,5,1.5,3.75,6,1.57,3.6,4.8,1.57,3.6,5,1.5,3.6,5.5,44,1.66,1.51,3.8,3.63,7,5.95,31,1.61,1.55,2.38,2.24,22,-1,2.18,2.08,1.8,1.74
N1,18/02/07,Groningen,AZ Alkmaar,1,1,D,0,1,A,4.75,3.6,1.7,4,3.45,1.75,4,3.4,1.77,3.5,3.2,1.85,4,3.4,1.72,4.2,3.5,1.73,4.2,3.5,1.66,3.6,3.4,1.83,4,3.25,1.8,43,4.75,4.1,3.6,3.4,1.85,1.75,32,1.55,1.49,2.65,2.39,21,0.5,2.1,2.04,1.86,1.78
N1,18/02/07,Heerenveen,Twente,1,2,A,0,2,A,2.4,3.4,2.4,2.35,3.4,2.55,2.3,3.2,2.7,2.3,3.1,2.6,2.37,3.2,2.6,2.3,3.2,2.8,2.3,3.5,2.5,2.25,3.4,2.62,2.5,3.2,2.5,43,2.63,2.41,3.4,3.25,2.75,2.57,31,1.8,1.68,2.15,2.04,19,0,1.95,1.85,2,1.93
N1,23/02/07,Utrecht,Nijmegen,3,0,H,1,0,H,1.85,3.2,3.75,1.95,3.3,3.4,1.92,3.25,3.6,2,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.75,1.83,3.4,3.5,2,3.2,3.4,1.85,3.4,3.5,46,2,1.92,3.4,3.28,3.85,3.52,33,2.15,1.95,1.9,1.76,21,-0.5,2.05,2,1.9,1.85
N1,24/02/07,PSV Eindhoven,Groningen,1,0,H,0,0,D,1.25,4.5,11,1.25,4.5,11,1.25,4.75,9.5,1.22,4.8,9.5,1.25,4.5,10,1.25,5,10,1.25,5,8,1.22,5.5,10,1.22,5,9.5,46,1.27,1.24,5.5,4.94,12,9.91,33,1.55,1.46,2.65,2.46,17,-1.75,1.87,1.83,2.07,2.05
N1,24/02/07,Roda JC,Heerenveen,1,0,H,1,0,H,1.9,3.3,3.5,2.1,3.3,3,1.95,3.25,3.4,2,3.2,3.1,1.91,3.25,3.4,2,3.25,3.4,1.9,3.5,3.2,2.1,3.25,3,2,3.4,3.1,45,2.1,1.96,3.4,3.29,3.95,3.38,32,1.77,1.67,2.16,2.02,21,-0.5,2.05,2.02,1.88,1.83
N1,24/02/07,Sparta,Heracles,0,0,D,0,0,D,1.7,3.5,4.33,1.75,3.4,4.05,1.72,3.4,4.25,1.7,3.3,4,1.67,3.3,4.5,1.73,3.4,4.33,1.6,3.6,4.5,1.8,3.25,4,1.7,3.3,4.35,45,1.8,1.72,3.6,3.38,5,4.33,32,1.7,1.64,2.25,2.07,20,-0.5,1.79,1.75,2.18,2.09
N1,24/02/07,Twente,Willem II,0,0,D,0,0,D,1.25,4.5,11,1.3,4.25,9.25,1.27,4.5,10,1.25,4.5,9,1.25,4.5,10,1.22,5.2,11,1.28,4.5,8,1.22,5.5,10,1.28,4.5,8.5,46,1.3,1.27,5.5,4.6,11,9.28,33,1.55,1.46,2.65,2.45,19,-1.75,1.98,1.96,1.94,1.91
N1,25/02/07,AZ Alkmaar,Ajax,1,1,D,0,0,D,2.3,3.3,2.7,2.25,3.3,2.75,2.3,3.25,2.75,2.35,3.2,2.55,2.2,3.2,2.8,2.3,3.4,2.7,2.3,3.2,2.62,2.38,3.25,2.62,2.25,3.25,2.75,46,2.4,2.29,3.45,3.26,2.87,2.74,33,1.6,1.51,2.5,2.32,19,0,1.75,1.68,2.17,2.05
N1,25/02/07,Den Haag,Feyenoord,3,3,D,1,1,D,4.75,3.3,1.66,4.25,3.25,1.75,4.5,3.4,1.7,4,3.2,1.75,5,3.5,1.57,4.5,3.4,1.7,4.5,3.5,1.61,4.5,3.5,1.67,4,3.6,1.65,45,5,4.51,3.65,3.4,1.77,1.69,33,1.6,1.49,2.63,2.36,19,0.75,1.89,1.84,2.07,2.04
N1,25/02/07,Excelsior,NAC Breda,0,2,A,0,0,D,3.2,3.25,2.05,2.9,3.2,2.2,3,3.25,2.15,3.1,3.2,2,3,3.4,2,3.2,3.2,2.1,2.8,3.4,2.1,2.88,3.25,2.2,2.9,3.4,2.1,45,3.45,3.02,3.4,3.25,2.3,2.13,32,1.7,1.64,2.2,2.09,20,0.25,2,1.97,1.94,1.91
N1,25/02/07,Waalwijk,Vitesse,3,1,H,1,1,D,2.55,3.25,2.45,2.6,3.2,2.4,2.5,3.2,2.5,2.45,3.1,2.45,2.5,3.2,2.5,2.5,3.3,2.5,2.5,3.4,2.3,2.5,3.4,2.38,2.4,3.4,2.4,45,2.63,2.53,3.4,3.23,2.65,2.47,32,1.81,1.68,2.15,2.03,18,0,1.97,1.91,1.96,1.87
N1,02/03/07,Nijmegen,Twente,0,3,A,0,0,D,3.6,3.2,2.05,2.85,3.4,2.15,3,3.25,2.15,2.6,3.1,2.3,3,3.2,2.1,3,3.2,2.2,2.8,3.2,2.2,2.75,3.3,2.25,3,3.25,2.1,43,3.6,2.98,3.45,3.23,2.3,2.16,30,2,1.8,2.05,1.92,17,0,2.5,2.28,1.7,1.56
N1,03/03/07,Groningen,NAC Breda,3,1,H,1,0,H,2.05,3.3,3.1,2.2,3.35,2.8,2.1,3.25,3.1,2.1,3.1,3,2.2,3.2,2.8,2.2,3.2,3,2.2,3.3,2.7,1.91,3.4,3.4,2.1,3.4,2.9,43,2.3,2.13,3.4,3.26,3.5,3.01,29,1.9,1.74,2.1,1.98,16,-0.25,1.98,1.94,1.95,1.94
N1,03/03/07,PSV Eindhoven,Waalwijk,2,0,H,2,0,H,1.14,7,17,1.1,7,17,1.13,6.5,15,1.15,6,12,1.1,6.5,17,1.12,6.5,17,1.14,6,12,1.12,6.5,17,1.12,6,15,44,1.19,1.14,7.03,6.24,20,14.42,28,1.49,1.43,2.75,2.52,15,-2,2.1,2.01,1.95,1.82
N1,03/03/07,Vitesse,Excelsior,2,3,A,1,0,H,1.4,3.75,7,1.5,3.6,6,1.5,3.6,6,1.4,3.9,6,1.5,3.4,6,1.5,3.75,6,1.5,3.6,5.5,1.4,4,7,1.45,3.75,6.5,43,1.53,1.46,4.15,3.71,7.5,6.32,29,1.65,1.54,2.4,2.23,16,-1,1.79,1.75,2.23,2.11
N1,03/03/07,Willem II,Sparta,0,0,D,0,0,D,2.1,3.25,3.4,2.1,3.3,3,2.15,3.25,3,2,3.2,3.1,2.1,3.2,3,2.2,3.2,3,2,3.2,3.2,2,3.4,3.2,2,3.4,3,43,2.3,2.12,3.45,3.26,3.4,3.03,28,1.78,1.65,2.25,2.07,16,0,1.65,1.55,2.5,2.28
N1,04/03/07,Ajax,Heerenveen,0,1,A,0,1,A,1.28,5,10,1.25,5,9,1.3,4.75,8,1.35,4,7,1.33,4,8,1.3,4.75,8,1.3,4.33,8,1.29,4.5,9,1.3,4.35,8,44,1.35,1.3,5,4.52,10.5,8.59,29,1.55,1.46,2.75,2.46,16,-1.5,1.93,1.87,2.05,1.97
N1,04/03/07,Feyenoord,Roda JC,1,1,D,0,0,D,1.65,3.6,5.25,1.6,3.45,5.1,1.6,3.5,5,1.55,3.5,4.8,1.61,3.5,4.5,1.57,3.5,5.5,1.57,3.6,4.8,1.57,3.4,5.5,1.55,3.5,5,44,1.72,1.59,3.7,3.5,6,5.1,28,1.62,1.55,2.36,2.23,16,-0.75,1.94,1.91,1.99,1.97
N1,04/03/07,Heracles,Den Haag,3,1,H,1,0,H,1.95,3.2,3.5,1.75,3.45,4,1.95,3.3,3.4,2,3.2,3.1,1.8,3.3,3.75,1.91,3.3,3.6,1.8,3.3,3.7,1.83,3.4,3.75,1.85,3.4,3.5,42,2.1,1.94,3.4,3.26,3.75,3.46,28,1.8,1.67,2.2,2.02,16,-0.5,2.13,2.07,1.8,1.78
N1,04/03/07,Utrecht,AZ Alkmaar,0,4,A,0,2,A,4,3.5,1.75,3.4,3.4,1.9,3.6,3.3,1.9,3.8,3.1,1.8,3.75,3.3,1.8,3.6,3.5,1.85,3.2,3.5,1.9,4,3.25,1.83,3.75,3.5,1.75,43,4.2,3.67,3.5,3.35,1.95,1.85,28,1.67,1.55,2.43,2.25,16,0.5,2.04,2,1.91,1.86
N1,09/03/07,Roda JC,Utrecht,0,0,D,0,0,D,1.75,3.6,4.5,1.8,3.4,3.85,1.75,3.3,4.25,1.7,3.3,4,1.72,3.4,4,1.75,3.4,4.2,1.72,3.5,3.8,1.73,3.25,4.5,1.65,3.5,4.2,41,1.8,1.72,3.6,3.39,5.15,4.31,32,2.04,1.85,1.95,1.86,19,-0.75,2.1,2.06,1.85,1.81
N1,10/03/07,Heerenveen,Waalwijk,1,0,H,1,0,H,1.44,4.2,7,1.45,3.75,6.5,1.44,3.8,6.5,1.4,3.9,6,1.44,3.75,6,1.44,3.75,7,1.4,3.75,7,1.4,4,6.5,1.45,4,5.5,42,1.5,1.43,4.2,3.82,8.65,6.71,33,1.75,1.66,2.2,2.07,19,-1.25,2.07,2.04,1.87,1.84
N1,10/03/07,NAC Breda,Heracles,1,1,D,1,0,H,1.55,3.6,5.25,1.5,3.65,5.75,1.52,3.6,5.75,1.45,3.8,5.4,1.57,3.5,5,1.53,3.75,5.5,1.5,3.6,5.5,1.57,3.6,5,1.55,3.75,4.6,42,1.57,1.52,4,3.63,6.4,5.64,33,1.83,1.66,2.25,2.07,21,-1,2.11,2.03,1.85,1.78
N1,10/03/07,Sparta,Nijmegen,0,4,A,0,2,A,2.3,3.2,2.7,2.25,3.3,2.75,2.25,3.25,2.8,2.3,3.2,2.5,2.1,3.4,2.87,2.25,3.2,2.88,2.2,3.4,2.65,2.2,3.25,2.88,2.2,3.25,2.8,42,2.35,2.25,3.4,3.25,3.05,2.8,34,1.93,1.81,2,1.9,20,-0.25,2.1,2.07,1.88,1.8
N1,10/03/07,Willem II,Groningen,3,0,H,2,0,H,2.8,3.2,2.25,2.5,3.2,2.5,2.6,3.2,2.4,2.4,3.2,2.4,2.5,3.25,2.4,2.6,3.2,2.5,2.4,3.4,2.4,2.62,3.2,2.38,2.6,3.2,2.35,41,2.9,2.58,3.35,3.22,2.6,2.43,31,1.86,1.73,2.06,1.98,18,0,2.05,1.97,1.92,1.8
N1,11/03/07,AZ Alkmaar,Feyenoord,0,0,D,0,0,D,1.66,3.4,5.5,1.7,3.35,4.45,1.68,3.4,4.5,1.75,3.2,4,1.72,3.2,4.5,1.7,3.4,4.5,1.66,3.5,4.2,1.62,3.4,5,1.65,3.4,4.35,42,1.75,1.67,3.6,3.4,5.5,4.63,33,1.55,1.46,2.8,2.46,20,-0.75,1.94,1.9,2.02,1.98
N1,11/03/07,Excelsior,PSV Eindhoven,0,0,D,0,0,D,9.5,5,1.28,8,4.15,1.35,7.5,4.5,1.33,8,4.2,1.3,8,4.5,1.28,8.5,4.33,1.33,8,4.5,1.28,9,4.33,1.3,8,4.5,1.28,40,10,8.54,5,4.5,1.36,1.3,32,1.65,1.54,2.45,2.25,18,1.5,1.99,1.9,1.96,1.89
N1,11/03/07,Twente,Ajax,1,4,A,1,3,A,2.25,3.4,3,2.45,3.2,2.55,2.4,3.2,2.6,2.45,3.1,2.45,2.25,3.2,2.75,2.5,3.2,2.6,2.37,3.3,2.5,2.5,3.25,2.5,2.25,3.4,2.6,41,2.6,2.41,3.4,3.23,3,2.62,34,1.64,1.56,2.45,2.22,19,0,1.82,1.75,2.22,2.02
N1,11/03/07,Vitesse,Den Haag,2,2,D,1,2,A,1.55,3.8,5.75,1.55,3.65,5.25,1.52,3.6,5.75,1.6,3.4,4.6,1.5,3.6,5.5,1.55,3.6,5.5,1.55,3.6,5,1.5,3.6,6,1.55,3.5,5,40,1.6,1.54,3.8,3.58,6.5,5.56,32,1.68,1.58,2.38,2.18,20,-1,2.05,1.99,1.93,1.86
N1,16/03/07,Waalwijk,Roda JC,3,2,H,2,1,H,2.7,3.2,2.6,2.55,3.2,2.45,2.6,3.2,2.4,2.5,3.1,2.4,2.62,3.4,2.25,2.6,3.2,2.5,2.4,3.4,2.4,2.38,3.2,2.62,2.5,3.25,2.4,37,2.7,2.56,3.4,3.23,2.63,2.43,29,2.08,1.93,1.9,1.78,18,0,2.04,2.06,1.85,1.82
N1,17/03/07,Den Haag,Sparta,2,4,A,0,2,A,1.95,3.5,3.5,2.25,3.2,2.8,2.2,3.2,2.9,2.2,3.1,2.8,2.25,3.2,2.75,2.3,3.2,2.8,2.2,3.4,2.65,2.25,3.25,2.75,2.1,3.4,2.9,41,2.3,2.18,3.45,3.26,3.3,2.93,31,1.7,1.64,2.2,2.09,19,-0.25,1.88,1.85,2.05,2.03
N1,17/03/07,Heerenveen,NAC Breda,4,2,H,2,1,H,1.65,3.6,5,1.75,3.3,4.2,1.83,3.3,3.75,1.8,3.2,3.7,1.8,3.3,3.75,1.83,3.25,4,1.8,3.4,3.6,1.67,3.5,4.5,1.75,3.4,3.9,42,1.85,1.78,3.5,3.33,4.7,4.06,32,1.85,1.76,2.05,1.94,19,-0.5,1.78,1.75,2.16,2.1
N1,17/03/07,Nijmegen,Excelsior,0,1,A,0,1,A,1.5,4,5.75,1.6,3.5,5,1.6,3.5,5,1.55,3.5,4.8,1.57,3.5,5,1.57,3.6,5.25,1.55,3.6,5,1.5,3.75,6,1.6,3.5,4.6,41,1.65,1.57,3.8,3.56,6.6,5.33,31,1.84,1.73,2.08,1.98,19,-1,2.03,2,1.91,1.85
N1,18/03/07,Feyenoord,Willem II,0,0,D,0,0,D,1.33,5,8,1.35,4.25,7.5,1.35,4.25,7,1.35,4,7,1.3,4.33,8,1.33,4.5,8,1.3,4.33,8,1.36,4,8,,,,42,1.4,1.34,4.5,4.2,8.7,7.75,32,1.55,1.49,2.6,2.38,18,-1.25,1.9,1.88,2.03,2
N1,18/03/07,Groningen,Twente,1,1,D,0,1,A,2.9,3.2,2.2,2.5,3.2,2.5,2.6,3.2,2.4,2.4,3.2,2.4,2.6,3.2,2.37,2.6,3.2,2.5,2.4,3.4,2.4,2.5,3.2,2.5,2.6,3.2,2.4,42,2.8,2.56,3.4,3.22,2.52,2.45,32,1.88,1.68,2.15,2.06,17,0,2.18,2,1.81,1.77
N1,18/03/07,Heracles,AZ Alkmaar,0,0,D,0,0,D,5.5,3.75,1.5,5.25,3.65,1.55,5.25,3.6,1.55,5.4,3.8,1.45,5,3.5,1.57,6.5,3.6,1.5,5,3.6,1.53,6,3.5,1.53,,,,40,6.75,5.63,4,3.61,1.6,1.52,32,1.62,1.53,2.5,2.3,18,1.25,1.86,1.82,2.12,2.07
N1,18/03/07,PSV Eindhoven,Ajax,1,5,A,0,2,A,2.1,3.25,3.4,1.9,3.2,3.65,1.9,3.2,3.6,1.85,3.2,3.5,1.8,3.3,3.75,1.91,3.25,3.75,1.83,3.2,3.75,2,3,3.5,2,3.2,3.25,42,2.1,1.95,3.35,3.24,3.75,3.47,32,1.91,1.71,2.15,2.01,19,-0.25,1.93,2.01,1.91,1.84
N1,18/03/07,Utrecht,Vitesse,2,0,H,1,0,H,1.85,3.3,3.75,1.85,3.3,3.75,1.83,3.3,3.75,1.85,3.2,3.5,1.8,3.3,3.75,1.83,3.4,3.8,1.8,3.4,3.6,1.83,3.4,3.75,1.8,3.25,4,40,1.95,1.85,3.55,3.34,4,3.71,31,1.94,1.75,2.05,1.95,17,-0.5,2.04,1.92,2,1.97
N1,30/03/07,Roda JC,Groningen,0,1,A,0,1,A,1.85,3.4,4.2,1.9,3.3,3.55,1.9,3.4,3.6,1.85,3.2,3.5,1.8,3.25,3.75,1.91,3.25,3.75,1.8,3.5,3.5,2,3.25,3.4,1.85,3.4,3.4,40,2,1.86,3.5,3.33,4.25,3.7,28,1.88,1.75,2.1,1.96,17,-0.5,1.97,1.92,1.99,1.96
N1,31/03/07,AZ Alkmaar,Waalwijk,2,0,H,1,0,H,1.22,5,12,1.18,5.25,13,1.2,5.25,11,1.22,4.8,9.5,1.14,6,12,1.2,5.5,12,1.2,5,11,1.2,5.5,11,1.22,5,9,42,1.23,1.2,6,5.29,14,11.08,31,1.55,1.45,2.75,2.48,15,-2,2.21,2.13,1.77,1.74
N1,31/03/07,NAC Breda,PSV Eindhoven,1,1,D,0,0,D,5,3.5,1.7,4.35,3.4,1.7,4.5,3.4,1.68,4.4,3.3,1.65,4.33,3.4,1.66,4.6,3.5,1.67,4.2,3.4,1.7,5,3.5,1.62,4.35,3.4,1.65,42,5,4.48,3.6,3.43,1.75,1.68,30,1.8,1.69,2.15,2.03,16,0.75,1.87,1.84,2.06,2.03
N1,31/03/07,Willem II,Nijmegen,1,0,H,1,0,H,2.2,3.3,2.87,2.4,3.2,2.6,2.25,3.2,2.8,2.2,3.1,2.8,2.25,3.2,2.75,2.3,3.2,2.8,2.25,3.4,2.6,2.2,3.4,2.75,2.25,3.2,2.75,41,2.35,2.24,3.5,3.26,3,2.81,30,1.91,1.75,2.05,1.95,17,0,1.74,1.66,2.26,2.14
N1,01/04/07,Ajax,Heracles,3,0,H,1,0,H,1.14,6,15,1.15,5.5,17,1.14,6,15,1.15,6,12,1.14,6,12,1.14,6.25,15,1.14,6,12,1.17,6,13,1.14,6,12,41,1.18,1.13,8.75,6.38,20,14.5,29,1.45,1.39,3.03,2.66,15,-2.5,2.01,1.95,1.96,1.87
N1,01/04/07,Excelsior,Den Haag,3,1,H,2,0,H,2.05,3.2,3.1,2,3.25,3.3,2,3.3,3.2,1.9,3.3,3.3,1.9,3.4,3.25,2,3.25,3.4,1.9,3.4,3.3,1.91,3.4,3.4,2,3.4,3,40,2.25,2.03,3.45,3.28,3.85,3.24,30,1.76,1.66,2.2,2.07,17,-0.25,1.94,1.9,2,1.97
N1,01/04/07,Sparta,Heerenveen,2,2,D,0,2,A,2.8,3.25,2.25,2.75,3.3,2.25,2.8,3.2,2.25,2.6,3.1,2.3,2.6,3.25,2.3,2.88,3.2,2.25,2.6,3.3,2.3,2.75,3.25,2.25,2.6,3.4,2.25,39,3.35,2.83,3.4,3.24,2.4,2.23,31,1.77,1.67,2.15,2.07,17,0.25,2.03,1.03,11,8.75
N1,01/04/07,Twente,Utrecht,3,0,H,2,0,H,1.53,3.75,6.5,1.6,3.5,5,1.52,3.6,5.5,1.65,3.3,4.4,1.5,3.6,5.5,1.53,3.6,6,1.55,3.6,5,1.5,3.6,6,1.53,3.75,5,39,1.65,1.54,3.75,3.56,6.5,5.66,29,1.67,1.61,2.27,2.13,15,-1,1.99,1.95,1.86,1.82
N1,01/04/07,Vitesse,Feyenoord,0,1,A,0,0,D,2.8,3.2,2.5,2.75,3.3,2.25,2.7,3.25,2.3,2.8,3.1,2.2,3,3.2,2.1,2.7,3.2,2.38,2.75,3.4,2.15,2.62,3.2,2.38,2.75,3.25,2.2,41,3,2.78,3.5,3.23,2.5,2.28,31,1.7,1.59,2.4,2.16,18,0,2.2,2.07,1.8,1.71
N1,06/04/07,Vitesse,Sparta,3,0,H,2,0,H,1.72,3.75,4.33,1.8,3.4,3.85,1.77,3.3,4,1.75,3.3,3.8,1.8,3.25,3.75,1.67,3.75,4.33,1.85,3.4,3.5,1.8,3.4,3.75,1.7,3.5,4,39,1.85,1.76,3.75,3.36,5.1,4.08,27,1.75,1.65,2.2,2.1,16,-0.75,2.08,2.03,1.88,1.83
N1,07/04/07,Heerenveen,Den Haag,1,1,D,1,1,D,1.22,5,9.5,1.3,4.5,8.5,1.28,4.6,8.5,1.25,4.5,9,1.2,5,11,1.28,4.75,9,1.25,5,8,1.2,5.5,11,1.2,5,10,39,1.33,1.26,5.5,4.76,11.5,9.18,28,1.6,1.53,2.4,2.28,15,-1.75,1.96,1.93,1.99,1.92
N1,07/04/07,Nijmegen,PSV Eindhoven,2,1,H,2,0,H,5,3.6,1.66,4.5,3.5,1.65,5,3.5,1.6,4.8,3.5,1.55,5,3.5,1.57,5.5,3.5,1.57,5,3.6,1.53,5.5,3.5,1.53,5,3.8,1.5,39,5.5,4.94,3.8,3.49,1.7,1.61,28,1.9,1.76,2,1.95,17,0.75,1.97,1.91,1.98,1.96
N1,07/04/07,Roda JC,Excelsior,2,0,H,0,0,D,1.5,3.6,6.5,1.55,3.5,5.55,1.48,3.6,6,1.45,3.8,5.4,1.5,3.4,6,1.57,3.5,5.5,1.5,3.6,5.5,1.5,3.6,6,1.5,3.6,5.5,39,1.62,1.5,3.9,3.64,7.3,5.95,28,1.83,1.74,2.05,1.96,18,-1,2.01,1.94,1.96,1.88
