Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,,,,,
N1,24/04/05,NAC Breda,Willem II,1,2,A,1,1,D,1.9,3.25,3.5,1.95,3.3,3.35,1.9,3.25,3.5,1.9,3.2,3.4,1.83,3.5,3.4,1.91,3.25,3.5,2,3.2,3.2,1.75,1.9,1.9,1.69,-0.5,1.9,1.94,-0.5,1.875,1.975,-0.5,,,,,
N1,24/04/05,Nijmegen,Den Bosch,2,2,D,0,0,D,1.57,3.5,5,1.6,3.6,4.75,1.57,3.5,5,1.55,3.5,4.8,1.57,3.5,5,1.53,3.5,5.5,1.6,3.8,4.2,1.65,2,,,,,,,1.825,2.025,-1,,,,,
N1,24/04/05,Utrecht,Twente,2,2,D,1,0,H,2.5,3.1,2.5,2.65,3.25,2.35,2.55,3.3,2.35,2.6,3.1,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.4,2.3,1.65,2,1.44,2.35,0.5,1.74,2.1,0.25,1.725,2.125,0.25,,,,,
N1,29/04/05,Roda JC,Nijmegen,1,0,H,0,0,D,1.72,3.4,4,1.7,3.3,4.5,1.67,3.3,4.5,1.75,3.3,3.8,1.73,3.4,4,1.7,3.4,4.33,1.7,3.5,4,1.65,2,1.67,1.9,-0.5,,,,1.8,2.05,-0.75,,,,,
N1,29/04/05,Twente,PSV Eindhoven,2,2,D,0,0,D,2.5,3.3,2.4,2.45,3.3,2.5,2.4,3.25,2.5,2.4,3.2,2.4,,,,2.4,3.2,2.6,2.62,3.5,2.2,1.71,1.95,,,,,,,1.8,2.05,0,,,,,
N1,30/04/05,Roosendaal,Ajax,1,4,A,0,3,A,7,4,1.36,6.85,4,1.4,6.5,4.15,1.37,6,3.9,1.4,7.5,4.2,1.33,6.5,4,1.4,7,4,1.36,1.6,2.1,,,,,,,1.95,1.9,1.25,,,,,
N1,01/05/05,AZ Alkmaar,Groningen,2,1,H,1,0,H,1.36,4,7,1.45,3.75,6.5,1.45,3.7,6,1.5,3.7,5,1.4,3.75,7,1.44,3.75,6.5,1.44,3.75,6,1.55,2.2,,,,,,,1.8,2.05,-1.25,,,,,
N1,01/05/05,Den Bosch,NAC Breda,0,2,A,0,0,D,2.5,3.1,2.5,2.5,3.2,2.5,2.35,3.25,2.55,2,3.3,3,2.5,3.25,2.4,2.5,3.2,2.5,2.25,3.4,2.6,1.71,1.95,2.35,1.43,-0.5,,,,1.95,1.9,0,,,,,
N1,01/05/05,Feyenoord,Heerenveen,1,3,A,1,2,A,1.53,3.6,5,1.55,3.5,5.5,1.55,3.5,5.15,1.55,3.6,4.6,1.57,3.5,5,1.53,3.6,5.5,1.57,3.6,4.8,1.55,2.2,,,,1.94,1.9,-1,1.925,1.925,-1,,,,,
N1,01/05/05,Graafschap,Utrecht,0,0,D,0,0,D,2.37,3.25,2.5,2.55,3.4,2.35,2.4,3.25,2.5,,,,2.25,3.4,2.6,2.5,3.2,2.5,2.3,3.4,2.5,1.65,2,2.4,1.41,-0.5,,,,1.925,1.925,0,,,,,
N1,01/05/05,Vitesse,Waalwijk,3,1,H,1,1,D,1.83,3.2,3.75,1.9,3.2,3.65,1.85,3.3,3.55,1.85,3.2,3.5,1.8,3.25,3.75,1.85,3.25,3.75,1.83,3.5,3.4,1.65,2,1.85,1.71,-0.5,2,1.84,-0.5,1.95,1.9,-0.5,,,,,
N1,01/05/05,Willem II,Den Haag,1,0,H,1,0,H,1.66,3.4,4.33,1.8,3.25,4,1.73,3.35,4,1.8,3.3,3.5,1.7,3.4,4.2,1.73,3.4,4.2,1.8,3.4,3.6,1.65,2,1.73,1.82,-0.5,,,,1.85,2,-0.75,,,,,
N1,06/05/05,NAC Breda,Roosendaal,1,2,A,1,1,D,1.72,3.4,4,1.7,3.3,4.5,1.65,3.4,4.5,1.7,3.4,3.8,1.73,3.4,4,1.73,3.5,4,1.7,3.4,4.1,1.65,2,1.65,1.94,-0.5,,,,1.75,2.1,-0.5,,,,,
N1,07/05/05,Ajax,Waalwijk,4,0,H,2,0,H,1.25,5,8,1.25,4.75,9.75,1.23,5,10,1.2,5,10,1.2,5,11,1.22,5,10,1.25,5,8,,,,,,,,,1.825,2.025,-1.75,,,,,
N1,07/05/05,Den Bosch,Twente,1,0,H,1,0,H,3.6,3.4,1.8,4.8,3.35,1.65,4.1,3.5,1.69,4.4,3.3,1.65,3.75,3.5,1.73,3.6,3.6,1.8,3.75,3.5,1.75,1.55,2.2,1.89,1.69,0.5,,,,2.05,1.8,0.5,,,,,
N1,07/05/05,Heerenveen,Willem II,2,2,D,0,2,A,1.44,3.75,6,1.55,3.75,5,1.4,4,6.5,1.45,3.8,5.4,,,,1.44,3.75,6.5,1.35,4.2,7,1.55,2.2,1.95,1.52,-1.5,,,,1.75,2.1,-1,,,,,
N1,08/05/05,Den Haag,AZ Alkmaar,2,1,H,0,0,D,3.5,3.25,1.9,4.1,3.35,1.75,4,3.35,1.75,,,,,,,3.2,3.3,2,3.75,3.5,1.75,1.6,2.1,1.82,1.75,0.5,,,,1.75,2.1,0.5,,,,,
N1,08/05/05,Groningen,Roda JC,4,4,D,1,2,A,2.37,3.2,2.62,2.5,3.2,2.5,2.4,3.2,2.5,2.2,3.1,2.8,2.1,3.4,2.8,2.38,3.4,2.5,2.25,3.4,2.6,1.65,2,2.4,1.4,-0.5,,,,2.05,1.8,-0.25,,,,,
N1,08/05/05,Nijmegen,Feyenoord,2,0,H,0,0,D,3.5,3.4,1.83,4.35,3.2,1.75,4.25,3.2,1.73,3.6,3.3,1.8,4,3.4,1.73,3.6,3.4,1.85,3.8,3.4,1.75,1.55,2.2,1.83,1.73,0.5,,,,2.05,1.8,0.5,,,,,
N1,08/05/05,PSV Eindhoven,Graafschap,4,1,H,3,0,H,1.25,5,8,1.15,5.75,14,1.17,6,12,1.22,4.8,9.5,,,,1.2,5.5,10,1.2,5,11,,,,,,,,,1.95,1.9,-2,,,,,
N1,08/05/05,Utrecht,Vitesse,1,2,A,1,1,D,2.37,3.25,2.6,2.65,3.25,2.35,2.4,3.25,2.5,2.2,3.1,2.8,2.25,3.5,2.5,2.4,3.4,2.5,2.5,3.1,2.5,1.65,2,2.4,1.41,-0.5,,,,1.75,2.1,0,,,,,
N1,15/05/05,Den Haag,NAC Breda,6,2,H,4,1,H,2,3.4,3,2.15,3.3,2.9,2.1,3.3,2.9,2,3.2,3.1,,,,2.1,3.25,3,2.1,3.3,2.9,1.6,2.1,2.1,1.54,-0.5,,,,1.9,1.95,-0.25,,,,,
N1,15/05/05,Groningen,Heerenveen,1,2,A,0,1,A,3.25,3.25,2,3.45,3.4,1.9,3.6,3.3,1.85,3.5,3.2,1.85,,,,3.5,3.25,1.91,3.6,3.3,1.85,1.6,2.1,1.72,1.85,0.5,,,,1.95,1.9,0.5,,,,,
N1,15/05/05,Nijmegen,Graafschap,3,0,H,2,0,H,1.83,3.25,3.75,1.8,3.4,3.8,1.9,3.4,3.4,1.9,3.5,3.1,,,,1.91,3.5,3.25,2.05,3.3,3,1.62,2.05,1.9,1.7,-0.5,,,,1.9,1.95,-0.5,,,,,
N1,15/05/05,PSV Eindhoven,Feyenoord,4,2,H,2,1,H,1.61,3.5,4.5,1.6,3.6,4.75,1.65,3.4,4.75,1.75,3.2,4,,,,1.67,3.4,4.5,1.7,3.3,4.3,1.55,2.2,1.65,1.98,-0.5,,,,1.95,1.9,-0.75,,,,,
N1,15/05/05,Roosendaal,Roda JC,3,1,H,1,1,D,2.5,3.2,2.5,2.7,3.25,2.3,2.65,3.2,2.3,2.4,3.2,2.4,,,,2.7,3.3,2.25,2.65,3.2,2.3,1.6,2.1,1.47,2.25,0.5,,,,2.1,1.75,0,,,,,
N1,15/05/05,Twente,AZ Alkmaar,3,0,H,0,0,D,2.2,3.2,2.8,2.1,3.3,3,2.2,3.2,2.8,1.9,3.3,3.3,,,,2.1,3.25,3,2.2,3.2,2.8,1.55,2.2,2.2,1.49,-0.5,,,,1.85,2,-0.25,,,,,
N1,15/05/05,Utrecht,Willem II,0,3,A,0,0,D,1.9,3.25,3.5,1.9,3.4,3.45,1.91,3.3,3.35,1.9,3.2,3.4,,,,1.91,3.25,3.5,1.95,3.3,3.25,1.6,2.1,1.91,1.66,-0.5,,,,1.95,1.9,-0.5,,,,,
N1,15/05/05,Vitesse,Ajax,0,2,A,0,0,D,3.25,3.25,2,3.2,3.35,2,2.8,3.2,2.2,2.4,3.2,2.4,,,,2.6,3.4,2.3,2.75,3.25,2.2,1.6,2.1,1.49,2.2,0.5,,,,1.925,1.925,0.25,,,,,
N1,15/05/05,Waalwijk,Den Bosch,2,0,H,0,0,D,1.9,3.25,3.5,1.95,3.35,3.3,1.95,3.4,3.15,1.9,3.5,3.1,,,,1.91,3.6,3.2,2,3.4,3,1.65,2,1.95,1.64,-0.5,,,,1.9,1.95,-0.5,,,,,
N1,22/05/05,Ajax,Groningen,2,1,H,0,1,A,1.2,5.5,9,1.2,6,9,1.23,5,10,1.22,5,9,1.2,5,11,1.22,5,10,1.25,5,8,,,1.23,3.33,-0.5,,,,1.875,1.975,-1.75,,,,,
N1,22/05/05,AZ Alkmaar,Roosendaal,1,3,A,0,2,A,1.28,4.5,8,1.35,4.2,7.5,1.3,4.3,8,1.4,4.2,5.5,,,,1.33,4.33,7.5,1.4,3.75,7,,,1.3,2.8,-0.5,,,,1.6,2.35,-1.25,,,,,
N1,22/05/05,Den Bosch,Utrecht,0,3,A,0,2,A,1.8,3.3,3.75,1.75,3.45,4,1.85,3.4,3.6,,,,,,,1.73,3.6,3.8,1.8,3.5,3.5,,,1.85,1.75,-0.5,,,,2.05,1.8,-0.5,,,,,
N1,22/05/05,Feyenoord,Den Haag,6,3,H,3,0,H,1.25,5,8,1.25,5.35,8,1.27,4.5,8.5,1.4,4.2,5.5,1.3,4.33,8,1.3,4.5,8,1.3,4.3,8,,,1.27,2.94,-0.5,,,,1.75,2.1,-1.5,,,,,
N1,22/05/05,Graafschap,Vitesse,1,2,A,1,0,H,2,3.4,3,2,3.35,3.2,2.1,3.33,2.85,,,,,,,2,3.5,3,2.05,3.3,3,,,2.1,1.54,-0.5,,,,1.825,2.025,-0.25,,,,,
N1,22/05/05,Heerenveen,Nijmegen,2,1,H,0,1,A,1.5,3.6,5.5,1.5,3.75,5.6,1.53,3.5,5.5,1.5,3.8,4.8,1.5,3.6,5.5,1.5,3.75,5.5,1.5,3.6,5.5,,,1.53,2.14,-0.5,,,,1.8,2.05,-1,,,,,
N1,22/05/05,NAC Breda,Twente,1,1,D,0,0,D,2.75,3.2,2.25,2.7,3.25,2.3,2.6,3.25,2.3,2.5,3.2,2.3,,,,2.7,3.25,2.3,2.6,3.3,2.3,,,1.44,2.3,0.5,,,,1.875,1.975,0.25,,,,,
N1,22/05/05,Roda JC,PSV Eindhoven,0,0,D,0,0,D,4,3.4,1.72,4.2,3.5,1.7,3.8,3.3,1.8,3,3.3,2,4.33,3.25,1.7,3.75,3.4,1.8,3.9,3.4,1.75,,,1.74,1.8,0.5,,,,2.075,1.775,0.5,,,,,
N1,22/05/05,Willem II,Waalwijk,3,0,H,2,0,H,1.9,3.4,3.25,1.85,3.35,3.65,1.95,3.25,3.4,2,3.3,3,1.91,3.25,3.4,2,3.4,3.1,2,3.2,3.2,,,1.95,1.66,-0.5,,,,2.025,1.825,-0.5,,,,,
