Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,,,
P1,02/04/11,Beira Mar,Sp Braga,1,2,A,1,0,H,3.6,3.2,2.1,3.6,3.1,2,3.3,3.1,2.1,3.2,2.9,2.2,3.2,3.2,2,3.4,3.1,2.05,3.4,3.1,2.1,3.6,3.25,2.05,3.8,3.12,2.1,3.4,3.1,2.1,33,3.91,3.44,3.3,3.14,2.2,2.09,20,2.45,2.27,1.64,1.57,19,0.25,2.08,2.04,1.87,1.82,,,
P1,03/04/11,Benfica,Porto,1,2,A,1,2,A,2.4,3.25,2.9,2.45,3.1,2.7,2.4,3.1,2.8,2.2,3.1,3,2.5,3.1,2.5,2.38,3.1,2.8,2.4,3,2.88,2.25,3.2,3.2,2.38,3.2,3.1,2.5,3.2,2.7,33,2.5,2.38,3.32,3.13,3.2,2.91,28,2.21,2.08,1.8,1.71,20,0,1.74,1.69,2.23,2.13,,,
P1,03/04/11,Guimaraes,Sp Lisbon,1,1,D,0,1,A,3.1,3.2,2.3,2.95,3.1,2.3,2.9,3.1,2.3,2.55,3.1,2.55,2.75,3.2,2.25,3,3.1,2.25,3,3.1,2.3,3,3.1,2.4,3.2,3.1,2.38,2.88,3.1,2.38,32,3.3,3,3.2,3.09,2.43,2.32,20,2.27,2.19,1.67,1.61,18,0.25,1.86,1.82,2.11,2.05,,,
P1,03/04/11,Olhanense,Naval,1,3,A,0,0,D,2.1,3.25,3.5,2.05,3,3.6,2.1,3.1,3.3,2.1,3.1,3.2,2,3.1,3.3,1.95,3.1,3.75,2.1,3.1,3.4,2.1,3.2,3.5,2.15,3.12,3.6,2,3.2,3.5,34,2.21,2.1,3.3,3.13,3.9,3.43,21,2.46,2.32,1.62,1.55,19,-0.25,1.9,1.86,2.04,2,,,
P1,03/04/11,Rio Ave,Setubal,2,0,H,1,0,H,1.95,3.25,4,1.91,3.1,3.9,1.9,3.25,3.75,2,2.8,3.8,2,3.2,3.2,1.9,3.25,3.75,2,3.2,3.5,1.91,3.2,4.2,1.95,3.3,4,2,3.2,3.5,33,2.04,1.94,3.4,3.2,4.58,3.84,20,2.5,2.38,1.57,1.52,20,-0.5,2.04,1.97,1.94,1.88,,,
P1,04/04/11,Nacional,Pacos Ferreira,1,0,H,0,0,D,2.25,3.1,3.4,2.25,3.1,3,2.2,3.1,3.1,2.1,3.1,3.2,2.1,3.2,3,2.1,3.05,3.4,2.15,3,3.1,2.2,3,3.5,2.25,3.12,3.4,2.1,3.2,3.25,34,2.28,2.2,3.4,3.11,3.58,3.22,23,2.23,2.11,1.73,1.66,19,-0.25,1.96,1.92,1.98,1.93,,,
P1,08/04/11,Maritimo,Nacional,1,1,D,1,0,H,2,3.3,3.8,2.05,3.1,3.4,1.9,3.3,3.75,1.9,3.1,3.8,2,3.2,3.2,1.91,3.15,3.8,2,3.1,3.75,1.85,3.25,4.33,2,3.3,4,1.91,3.25,3.75,37,2,1.92,3.45,3.24,4.49,3.97,24,2.5,2.26,1.7,1.58,22,-0.5,1.98,1.93,1.98,1.93,,,
P1,09/04/11,Sp Lisbon,Academica,2,0,H,2,0,H,1.5,4,7,1.45,3.9,6.5,1.5,3.6,6.5,1.55,3.4,5.8,1.5,3.4,6,1.44,3.75,7,1.5,3.6,7,1.5,3.6,7.5,1.44,4,8,1.5,3.6,6.5,35,1.51,1.48,4.14,3.75,8.18,6.98,23,2.25,2.09,1.73,1.68,20,-1,1.92,1.88,2.02,1.97,,,
P1,10/04/11,Beira Mar,Olhanense,1,0,H,0,0,D,2.2,3.1,3.5,2.25,3,3.1,2.2,3,3.2,2.2,2.9,3.2,2.1,3.2,3,2.05,3.1,3.4,2.15,3,3.4,2.3,3,3.25,2.15,3.1,3.75,2.25,3,3.1,33,2.3,2.18,3.2,3.06,3.78,3.31,21,2.5,2.34,1.6,1.53,18,-0.25,1.89,1.86,2.04,2.01,,,
P1,10/04/11,Naval,Benfica,2,1,H,1,1,D,4.5,3.5,1.8,4.4,3.5,1.7,4.5,3.4,1.7,3.8,3.2,1.85,4.5,3.3,1.67,4.2,3.4,1.75,4.8,3.6,1.65,4.75,3.4,1.75,4.6,3.5,1.8,4.75,3.5,1.67,34,4.96,4.49,3.64,3.4,1.87,1.76,31,1.95,1.84,2.01,1.93,18,0.5,2.12,2.06,1.84,1.8,,,
P1,10/04/11,Pacos Ferreira,Rio Ave,1,6,A,1,0,H,2.4,3.1,3.1,2.15,3.1,3.2,2.2,3.1,3.1,2.1,2.9,3.4,2.1,3.2,3,2.1,3.1,3.3,2.25,3,3.2,2.25,3.1,3.25,2.4,3.1,3.1,2.25,3.1,3,35,2.48,2.27,3.3,3.08,3.4,3.11,22,2.4,2.28,1.62,1.56,18,-0.25,2.12,2.05,1.87,1.82,,,
P1,10/04/11,Portimonense,Porto,2,3,A,0,0,D,6,4.33,1.5,5.5,3.9,1.5,6.5,4,1.44,6.3,3.5,1.5,5.5,3.6,1.5,6.5,4,1.44,7,4,1.44,7,4.2,1.44,6.5,4.2,1.5,6,4,1.5,35,7,6.16,4.33,3.94,1.57,1.49,32,1.95,1.84,2,1.93,18,1,1.94,1.89,2.01,1.96,,,
P1,10/04/11,Setubal,Leiria,4,1,H,1,0,H,2.3,3,3.4,2.35,2.95,3,2.35,3,2.9,2.1,2.9,3.4,2.25,3.2,2.75,2.3,3,3,2.45,2.88,3,2.45,3,3,2.3,3,3.4,2.38,3,2.88,31,2.45,2.33,3.2,3,3.5,3.09,18,2.62,2.42,1.55,1.5,16,-0.25,2.07,2,1.92,1.87,,,
P1,11/04/11,Sp Braga,Guimaraes,3,1,H,0,0,D,1.75,3.4,5,1.65,3.4,5,1.75,3.3,4.5,1.8,3.1,4.2,1.67,3.3,4.5,1.7,3.3,4.75,1.75,3.25,4.75,1.73,3.4,5,1.75,3.4,5,1.73,3.3,4.5,32,1.92,1.79,3.48,3.27,5,4.48,19,2.38,2.18,1.67,1.62,20,-0.5,1.92,1.85,2.11,2,,,
P1,15/04/11,Academica,Setubal,1,1,D,1,0,H,2.1,3,3.8,2.1,3,3.4,2.2,3,3.2,2.2,2.8,3.3,2,3,3.4,2.2,3,3.2,2.2,3,3.25,2.1,3.1,3.6,2.15,3.1,3.75,2.2,3,3.2,33,2.23,2.14,3.17,3.03,4.02,3.51,22,2.38,2.23,1.67,1.6,18,-0.25,1.86,1.83,2.08,2.05,,,
P1,16/04/11,Guimaraes,Maritimo,2,0,H,0,0,D,2.3,3.1,3.25,2.3,3,3,2.3,3,3,2.1,3,3.3,2.1,3,3.2,2.3,3,3,2.25,3,3.1,2.25,3.1,3.2,2.38,3.12,3.12,2.25,3,3.1,29,2.47,2.33,3.28,3.02,3.25,3.06,18,2.4,2.28,1.62,1.56,18,0,1.79,1.7,2.2,2.14,,,
P1,16/04/11,Olhanense,Pacos Ferreira,0,0,D,0,0,D,2.4,3.1,3.1,2.3,3,3,2.3,3,3,2.1,2.9,3.4,2.5,3.1,2.5,2.3,3,3,2.4,3,2.9,2.38,3.1,3,2.5,3.1,3,2.3,3,3,32,2.53,2.4,3.2,3.01,3.3,2.96,20,2.45,2.26,1.62,1.57,19,0,1.79,1.7,2.2,2.12,,,
P1,17/04/11,Benfica,Beira Mar,2,1,H,0,0,D,1.36,4.5,9,1.34,4.6,7.25,1.35,4.25,8,1.3,4.4,8.5,1.4,4,6.5,1.35,4.2,8,1.36,4.2,8,1.33,4.5,9.5,1.36,4.75,8.5,1.36,4.2,8,33,1.4,1.35,4.94,4.37,9.5,8.15,25,1.72,1.67,2.28,2.13,15,-1.25,1.93,1.9,2.01,1.97,,,
P1,17/04/11,Leiria,Portimonense,0,1,A,0,0,D,2.2,3,3.6,2.15,2.95,3.4,2.1,3.1,3.3,2,3.1,3.4,2,3.2,3.2,2.05,3.1,3.4,2.1,3.1,3.4,2.2,3,3.5,2.2,3.12,3.4,2.1,3.1,3.3,30,2.3,2.17,3.3,3.08,3.8,3.31,18,2.38,2.3,1.57,1.55,15,-0.25,1.98,1.92,1.99,1.95,,,
P1,17/04/11,Porto,Sp Lisbon,3,2,H,1,1,D,1.6,3.6,6,1.5,3.9,5.5,1.5,3.6,6.5,1.5,3.5,6.3,1.53,3.6,5,1.44,4,6.25,1.57,3.6,5.5,1.53,3.6,7,1.57,4,6,1.53,3.6,6,33,1.63,1.56,4.08,3.67,7,5.82,28,1.94,1.82,2.02,1.94,15,-1,2.13,2.06,1.83,1.79,,,
P1,17/04/11,Rio Ave,Naval,1,0,H,1,0,H,2,3.2,4,1.85,3.2,4.1,1.95,3.2,3.6,2,3.1,3.4,1.83,3.2,3.75,1.91,3.2,3.75,1.91,3.25,3.75,2.1,3.2,3.5,2,3.2,4,2,3.2,3.5,32,2.15,1.99,3.32,3.18,4.1,3.69,19,2.35,2.23,1.65,1.59,17,-0.5,2.1,2.05,1.85,1.82,,,
P1,18/04/11,Nacional,Sp Braga,1,1,D,0,0,D,3.1,3.1,2.38,2.85,3,2.4,2.85,3,2.4,2.9,3,2.3,2.5,3.1,2.5,2.8,3,2.45,2.8,3.1,2.4,3,2.9,2.5,3.1,3.12,2.4,2.75,3,2.5,31,3.15,2.93,3.2,3.03,2.8,2.4,19,2.5,2.27,1.65,1.56,20,0,2.21,2.13,1.77,1.71,,,
P1,29/04/11,Pacos Ferreira,Guimaraes,2,1,H,1,1,D,2.5,3.1,2.9,2.4,3,2.85,2.4,3,2.85,2.4,2.9,2.9,2.38,3.1,2.62,2.45,2.9,2.85,2.5,2.9,2.9,2.5,2.88,3.2,2.6,3,2.88,2.5,3,2.7,33,2.69,2.51,3.22,3.02,3.2,2.85,19,2.62,2.33,1.57,1.53,24,0,1.87,1.81,2.1,2.02,,,
P1,30/04/11,Sp Lisbon,Portimonense,2,1,H,2,0,H,1.36,4.75,8,1.35,4.25,8,1.35,4.25,8,1.35,4,8,1.33,4,8,1.3,4.5,9,1.36,4.33,8,1.33,4.5,10,1.33,4.6,10,1.33,4.5,8,34,1.38,1.34,5,4.41,10.4,8.52,31,1.98,1.91,1.94,1.84,16,-1.25,1.92,1.87,2.03,1.97,,,
P1,01/05/11,Beira Mar,Rio Ave,1,1,D,1,0,H,2.7,2.9,2.5,2.6,2.95,2.65,2.55,3,2.65,2.5,2.9,2.8,2.38,3.1,2.62,2.55,3,2.65,2.62,2.9,2.75,2.75,2.88,2.75,2.75,3,2.75,2.62,3,2.6,34,2.84,2.63,3.2,2.96,2.9,2.67,21,2.5,2.35,1.6,1.53,22,0,1.97,1.9,1.98,1.9,,,
P1,01/05/11,Maritimo,Academica,1,0,H,1,0,H,1.91,3.25,4.25,1.85,3.2,4,1.85,3.2,4,1.9,3.1,3.8,1.83,3.2,3.75,1.85,3.2,4,1.85,3.2,4.2,1.91,3.2,4.33,1.85,3.4,4.4,1.91,3.2,3.75,33,1.95,1.87,3.46,3.22,4.6,4.1,20,2.35,2.23,1.62,1.59,18,-0.5,1.94,1.89,2,1.94,,,
P1,01/05/11,Naval,Nacional,1,2,A,1,2,A,2.2,3.1,3.4,2.3,3,3,2.3,3,3,2.3,3.1,2.8,2.25,3.1,2.8,2.35,3,2.9,2.25,3,3.2,2.4,3,3.2,2.3,3.12,3.3,2.3,3,3,33,2.4,2.27,3.25,3.04,3.4,3.11,19,2.38,2.25,1.62,1.58,17,0,1.68,1.6,2.38,2.27,,,
P1,01/05/11,Olhanense,Benfica,1,1,D,0,1,A,5.25,3.4,1.73,4.6,3.6,1.65,4.75,3.4,1.67,4.3,3.2,1.75,4,3.4,1.73,5,3.5,1.62,4.5,3.6,1.7,5,3.4,1.73,5,3.5,1.75,4.75,3.5,1.67,34,5.25,4.73,3.69,3.4,1.81,1.71,31,1.98,1.88,1.96,1.87,16,0.75,1.9,1.85,2.07,2,,,
P1,01/05/11,Setubal,Porto,0,4,A,0,2,A,5.5,3.5,1.67,4.5,3.8,1.62,5,3.6,1.6,5.2,3.4,1.6,5,3.3,1.62,5,3.75,1.57,5,3.75,1.62,6.5,3.75,1.53,5.25,3.6,1.67,5.5,3.75,1.57,31,6.5,5.14,3.8,3.58,1.73,1.62,26,1.81,1.73,2.14,2.03,16,0.75,2.01,1.95,1.95,1.89,,,
P1,01/05/11,Sp Braga,Leiria,0,0,D,0,0,D,1.4,4,6.5,1.35,4.25,8,1.4,4,7.5,1.45,3.6,7,1.44,3.75,6,1.35,4.33,7.5,1.4,4,8,1.33,4.5,10,1.44,4.2,8,1.4,4,7.5,30,1.48,1.41,4.5,4.06,10,7.32,29,2.08,1.98,1.88,1.78,16,-1,1.88,1.81,2.1,2.04,,,
P1,08/05/11,Academica,Sp Braga,0,0,D,0,0,D,3.8,3.3,2,4,3.25,1.85,3.6,3.1,2,3.1,3,2.2,3.2,3.2,2,4,3.2,1.85,3.5,3,2,3.75,3.2,2,3.8,3.3,2.05,3.5,3.2,2,32,4.1,3.68,3.3,3.17,2.1,1.99,16,2.2,2.13,1.7,1.65,19,0.5,1.89,1.84,2.05,2.01,,,
P1,08/05/11,Guimaraes,Beira Mar,1,0,H,0,0,D,1.85,3.3,4.5,1.88,3.25,3.9,1.85,3.25,4,1.9,3.1,3.7,1.91,3.2,3.5,1.88,3.15,4,1.83,3.1,4,1.87,3.25,4.2,1.85,3.25,4.5,1.83,3.3,4,30,1.91,1.85,3.3,3.21,4.5,4.14,14,2.25,2.14,1.67,1.64,19,-0.5,1.9,1.87,2.05,1.98,,,
P1,08/05/11,Leiria,Naval,1,0,H,0,0,D,2.7,3.25,2.6,2.6,3.1,2.55,2.65,3.2,2.45,,,,2.38,3.2,2.6,2.55,3.3,2.45,2.7,2.88,2.5,2.88,3,2.5,2.75,3.2,2.6,2.6,3.2,2.5,31,2.88,2.65,3.3,3.09,3,2.56,14,2.4,2.18,1.7,1.61,22,0,2.05,1.97,1.92,1.85,,,
P1,08/05/11,Nacional,Olhanense,0,1,A,0,0,D,1.57,3.75,6,1.57,3.7,5.25,1.57,3.5,5.5,1.45,3.6,7,1.53,3.6,5,1.53,3.5,6,1.55,3.4,5.5,1.53,3.75,6,1.62,3.75,6,1.57,3.6,5.5,34,1.64,1.57,4,3.57,6.21,5.67,25,2.25,2.11,1.7,1.66,18,-1,2.19,2.12,1.77,1.74,,,
P1,08/05/11,Portimonense,Maritimo,1,0,H,0,0,D,2.7,3.25,2.6,2.55,3.1,2.6,2.5,3.2,2.6,2.3,3.2,2.7,2.5,3.2,2.5,2.5,3.3,2.5,2.5,3,2.6,2.5,3.2,2.7,2.75,3.25,2.6,2.6,3.2,2.5,33,2.8,2.62,3.3,3.13,2.8,2.56,18,2.21,2.1,1.72,1.67,24,0,2.03,1.95,1.92,1.87,,,
P1,08/05/11,Porto,Pacos Ferreira,3,3,D,2,0,H,1.22,6,12,1.22,5.75,9.25,1.25,5,10,1.15,5.7,14,1.17,6,10,1.18,5.75,12,1.29,4.6,8,1.2,6,13,1.25,6,11,1.25,5.5,10,33,1.29,1.23,6,5.38,13,10.77,17,1.6,1.55,2.55,2.33,20,-1.5,1.86,1.82,2.08,2.02,,,
P1,08/05/11,Rio Ave,Benfica,1,2,A,0,2,A,3.8,3.3,2,3.4,3.25,2,3.6,3.2,1.95,3.3,3.2,2,3,3.4,2,3.75,3.25,1.9,3.4,3.1,2,3.75,3.2,2,3.6,3.25,2.1,3.3,3.3,2.05,32,3.8,3.51,3.5,3.23,2.1,2.01,31,2.05,1.94,1.9,1.83,19,0.5,1.84,1.8,2.09,2.05,,,
P1,08/05/11,Sp Lisbon,Setubal,0,1,A,0,0,D,1.4,4.33,8,1.38,4.2,7.25,1.4,4,7.25,1.45,3.6,7,1.36,4,7,1.33,4.5,8,1.4,4,6.5,1.4,4.2,7.5,1.44,4.33,7.5,1.4,4,7.5,31,1.45,1.4,4.35,4.18,8,7.11,29,1.92,1.82,2.06,1.95,17,-1.25,2.08,2.04,1.86,1.83,,,
P1,14/05/11,Beira Mar,Nacional,0,2,A,0,1,A,3.25,3.1,2.3,2.9,3,2.35,2.9,3.1,2.3,,,,2.6,3.2,2.38,2.9,3.1,2.3,3,3.1,2.3,3,3.3,2.3,3.2,3.12,2.3,2.88,3.1,2.3,31,3.25,2.98,3.3,3.13,2.39,2.3,17,2.25,2.17,1.67,1.61,18,0.25,1.88,1.83,2.07,2.01,,,
P1,14/05/11,Benfica,Leiria,3,3,D,1,1,D,1.29,5,12,1.25,5.25,9.25,1.25,5,10,1.25,4.8,9.5,1.25,5,8,1.22,5.5,10,1.29,5,9,1.25,5.5,11,1.29,5.5,11,1.29,5,8,28,1.3,1.26,5.68,5.24,12,9.71,16,1.65,1.58,2.4,2.21,18,-1.5,1.88,1.81,2.08,2.01,,,
P1,14/05/11,Maritimo,Porto,0,2,A,0,2,A,5.25,3.6,1.67,4.5,3.6,1.67,4.5,3.5,1.7,4.3,3.2,1.75,4.33,3.4,1.67,5,3.6,1.6,4,3.75,1.75,4.75,3.6,1.7,5,3.5,1.73,4.5,3.4,1.7,31,5.25,4.73,3.9,3.46,1.78,1.7,18,1.73,1.67,2.11,2.05,18,0.75,1.92,1.85,2.06,1.98,,,
P1,14/05/11,Naval,Guimaraes,0,3,A,0,2,A,4.2,3.25,1.91,3.75,3.3,1.88,4.25,3.25,1.8,3.8,3.1,1.9,3.5,3.2,1.91,4,3.3,1.83,4.2,3.25,1.83,4.5,3.3,1.83,4,3.2,2,4,3.25,1.83,28,4.5,3.96,3.3,3.22,2.02,1.9,20,2.2,2.08,1.75,1.69,17,0.5,1.96,1.92,2.01,1.95,,,
P1,14/05/11,Olhanense,Rio Ave,2,2,D,0,1,A,3,3.25,2.38,3,3.1,2.25,3,3,2.3,3.1,3,2.2,2.6,3.2,2.38,3,3.2,2.2,3,3.1,2.3,3.3,3.2,2.2,3.1,3.2,2.38,2.88,3.1,2.25,31,3.3,2.96,3.3,3.14,2.45,2.31,17,2.25,2.17,1.67,1.61,18,0.25,1.9,1.84,2.07,2,,,
P1,14/05/11,Pacos Ferreira,Academica,5,1,H,5,0,H,1.7,3.4,5.25,1.57,3.7,5.25,1.65,3.4,5,1.55,3.5,5.5,1.73,3.4,4,1.67,3.4,4.75,1.7,3.4,4.8,1.67,3.4,5.5,1.75,3.4,5,1.62,3.5,5,30,1.75,1.67,3.7,3.46,5.7,4.96,29,2.11,1.99,1.85,1.77,18,-0.75,2.03,1.95,1.92,1.87,,,
P1,14/05/11,Setubal,Portimonense,3,1,H,1,1,D,1.91,3.25,4.33,1.91,3.2,3.8,1.9,3.25,3.75,1.9,3,4,2,3.2,3.2,1.88,3.25,3.8,2,3.2,3.6,1.91,3.2,4.2,1.95,3.25,4.2,1.91,3.25,3.6,28,2.01,1.94,3.38,3.25,4.33,3.75,21,2.16,2.04,1.78,1.71,17,-0.5,2.05,2,1.91,1.87,,,
P1,14/05/11,Sp Braga,Sp Lisbon,0,1,A,0,1,A,2.5,3.1,2.88,2.45,3,2.8,2.45,3.1,2.75,2.4,3,2.7,2.2,3.2,2.8,2.4,3.1,2.75,2.5,3,2.8,2.38,3.2,3,2.5,3.1,3,2.5,3,2.75,30,2.65,2.44,3.2,3.07,3,2.82,17,2.25,2.17,1.67,1.61,23,0,1.86,1.78,2.1,2.03,,,
